status,start_date,end_date,starting_equity,ending_equity,net_pnl,daily_profit_sum,equity_reconciliation_error,net_return,cagr,max_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,annualized_volatility,sharpe_zero_rf,sortino_zero_mar,calmar,turnover,trading_costs,adverse_execution_costs,explicit_fees,dividend_income,realized_pnl,unrealized_pnl,buy_count,sell_count,completed_round_trips,win_rate,payoff_ratio,profit_factor,average_holding_days,median_holding_days,profitable_days,losing_days,best_day,worst_day,average_invested_exposure,average_cash_allocation,average_approx_3x_invested_exposure,best_month,worst_month,monthly_returns,calendar_year_returns,minimum_equity,maximum_equity,risk_definition,candidate_id,track_id,pair_id,strategy_id,variant,cost_scenario,execution_delay_sessions,protocol_hash,phase,window_id,benchmark,artifact_path,qqq_return_gap,qqq_beta,qqq_correlation,qqq_bootstrap_p05,qqq_bootstrap_p50,qqq_bootstrap_p95,spy_return_gap,spy_beta,spy_correlation,spy_bootstrap_p05,spy_bootstrap_p50,spy_bootstrap_p95,qqqm_return_gap,qqqm_beta,qqqm_correlation,qqqm_bootstrap_p05,qqqm_bootstrap_p50,qqqm_bootstrap_p95,smh_return_gap,smh_beta,smh_correlation,smh_bootstrap_p05,smh_bootstrap_p50,smh_bootstrap_p95,soxx_return_gap,soxx_beta,soxx_correlation,soxx_bootstrap_p05,soxx_bootstrap_p50,soxx_bootstrap_p95,qqq_bootstrap_p025,qqq_bootstrap_p975,spy_bootstrap_p025,spy_bootstrap_p975,qqqm_bootstrap_p025,qqqm_bootstrap_p975,smh_bootstrap_p025,smh_bootstrap_p975,soxx_bootstrap_p025,soxx_bootstrap_p975
OK,2025-03-19,2025-09-18,1000.0,1206.2874915650602,206.28749156506024,206.28749156506024,0.0,0.20628749156506032,0.45401147550399257,0.03937715314709711,2025-08-14,2025-09-02,19,0.11715875803532416,3.236729270868104,5.4188299743393475,11.529819685237005,1252.5024875502797,3.778792847639919,3.748792847639919,0.03,0.7870912126999999,7.599302787906838,197.90109756445347,5,3,3,1.0,,,61.0,62.0,50,25,0.025233845079221107,-0.0212445995139533,0.5678857101754153,0.43211428982458466,,0.09233709479646102,0.0,"{'2025-03': 0.0, '2025-04': 0.0, '2025-05': 0.0, '2025-06': 0.09233709479646102, '2025-07': 0.026029692050417275, '2025-08': 0.007346038941415278, '2025-09': 0.06845326459858114}",{'2025': 0.20628749156506165},1000.0,1206.2874915650602,daily_mark_to_market_equity,A03__QQQM_SMH__primary,a,QQQM_SMH,A03,primary,severe,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,evaluation,W4,False,A03__QQQM_SMH__primary/severe/W4,-0.03951793321915988,0.12603015215558686,0.2871752397867127,-0.4628511354616195,-0.090894753246614,0.15374642282117154,0.028283175261020234,0.11642382980205432,0.23232126889073632,-0.3014486797024118,-0.03163041605365802,0.17516293718678796,-0.04015255443876981,0.13049386351666306,0.2927774148644411,-0.46439207423786694,-0.0912811898231648,0.15295272255854045,-0.19281189064068008,0.11291601778026289,0.3855745462054536,-0.9748567278788505,-0.3032812976837288,0.11350046170760114,-0.12041833155108679,0.09620675505343804,0.3544783749537126,-0.916857091715331,-0.23555225661455947,0.18126397378147607,-0.5600600385744109,0.19220349440886403,-0.35879240899143333,0.2091998859434527,-0.5614335805759062,0.19115289864366064,-1.1179344678764724,0.1631290607796381,-1.0653698082687848,0.24786071482499278
OK,2025-09-19,2026-03-18,1000.0,1078.117969559235,78.11796955923501,78.11796955923501,0.0,0.07811796955923511,0.16489112383204207,0.09948264905970694,2025-10-29,2025-11-20,29,0.24354469545022692,0.7490672615075838,1.0357663961061363,1.6574862590669317,1445.7507260268644,4.379802291694854,4.329802291694854,0.05,2.27731204593,-2.0144216913549595,77.85507920466009,7,5,5,0.8,0.12678557997962583,0.5071423199185033,93.0,95.0,64,51,0.042879240344840364,-0.046515130091104084,0.8887088149316424,0.11129118506835756,,0.07305153509038043,-0.0275559588065708,"{'2025-09': 0.0, '2025-10': 0.049858907506920014, '2025-11': -0.023073202808120863, '2025-12': 0.010885605051596858, '2026-01': 0.07305153509038043, '2026-02': -0.00347978519716452, '2026-03': -0.0275559588065708}","{'2025': 0.03679996081703041, '2026': 0.039851475987369156}",957.9246865241,1150.587403075475,daily_mark_to_market_equity,A03__QQQM_SMH__primary,a,QQQM_SMH,A03,primary,severe,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,evaluation,W5,False,A03__QQQM_SMH__primary/severe/W5,0.08264916651423505,1.3650648190511643,0.9256343604793708,0.0030236022165291703,0.10646770214475776,0.23525271298096923,0.07945368691594104,1.7417566192734517,0.860295283333657,-0.016050782019038454,0.0894333830361988,0.21826800853795653,0.08239452304824488,1.3690979975036466,0.9254278228040425,0.0029239834268919417,0.1061148180262631,0.23536878499018996,-0.16414254866576516,0.7561249347669451,0.9780554117314547,-0.29266836374531935,-0.13962852334043285,-0.038002087376514594,-0.18424735355329722,0.6789901940363047,0.9645190090963762,-0.39123269643876857,-0.18050635482963595,-0.02287126138645724,-0.010527503062722557,0.25272580002397654,-0.03155535408583318,0.2442804975334534,-0.010569965569042805,0.25224850990465286,-0.3265714007859671,-0.023110861368525484,-0.42886766608085436,0.0027935311712080943
OK,2026-03-19,2026-09-18,1000.0,1460.9108830279724,460.91088302797243,460.91088302797243,0.0,0.46091088302797245,1.1309475547660055,0.18580776331737903,2026-06-22,2026-07-29,62,0.3342337668727241,2.4195085514219925,3.749084988929748,6.0866539404719555,2455.9731604477915,7.399288800327735,7.359288800327735,0.04,0.46762773230000004,229.35204396717194,231.09121132850044,7,4,4,1.0,,,92.5,92.5,72,45,0.057180502312909054,-0.06591526999850328,0.8384914625488492,0.1615085374511508,,0.3339080020939813,-0.1285979154534671,"{'2026-03': 0.0, '2026-04': 0.3339080020939813, '2026-05': 0.1299086024776701, '2026-06': 0.05636739862038542, '2026-07': -0.1285979154534671, '2026-08': 0.035168368651628645, '2026-09': 0.017208438434855866}",{'2026': 0.4609108830279738},1000.0,1612.0762415653803,daily_mark_to_market_equity,A03__QQQM_SMH__primary,a,QQQM_SMH,A03,primary,severe,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,evaluation,W6,False,A03__QQQM_SMH__primary/severe/W6,0.23970931200717224,1.3166338984793222,0.871713405801895,-0.06387392536552045,0.1857486899233649,0.708743807910982,0.30050005716058215,1.7339148280903929,0.6980559083452417,-0.1404629453038218,0.24601896584317307,0.9564224117112238,0.23997918777657218,1.3293232673345212,0.8712502639781374,-0.06440683486125828,0.18504992955306632,0.7084726646886529,-0.023384741972027768,0.6783761712307924,0.9378539324951184,-0.27527461552742255,-0.015736729152953433,0.1218180942024853,-0.15319107780400804,0.5680473495069472,0.9307750920309328,-0.7321028384517868,-0.12542677458913354,0.1366865879779403,-0.08875996515292472,0.867804096878944,-0.1827058161910236,1.1512466065243045,-0.0897734506452005,0.8671975534272043,-0.33271422129177414,0.15241839417727482,-0.8977966514205391,0.1604002364876617
OK,2023-09-19,2026-09-18,1000.0,2578.091046094311,1578.091046094311,1578.091046094311,0.0,1.5780910460943112,0.371492132237935,0.1898436588557295,2024-07-10,2024-08-07,299,0.23400861082419647,1.4722323506713904,2.152362769894398,1.9568319241057615,12106.93343628587,36.57280101988956,36.31280101988956,0.26,17.1176467042,1015.9419819286119,545.0314174614986,37,26,26,0.9230769230769231,5.354835478437424,64.2580257412491,514.8846153846154,469.5,433,309,0.056904560002395854,-0.06575885458522512,0.8287807148878245,0.17121928511217555,,0.3064106143520935,-0.12640526456231105,"{'2023-09': 0.0, '2023-10': -0.024567757289139736, '2023-11': 0.08954542377534591, '2023-12': 0.07509308341523813, '2024-01': 0.036660080173447795, '2024-02': 0.09196620250238574, '2024-03': 0.03639558352133565, '2024-04': -0.04566980996263126, '2024-05': 0.09670209559575271, '2024-06': 0.0735319961390537, '2024-07': -0.03518272014991275, '2024-08': -0.0004986381612878121, '2024-09': -0.031357020020074455, '2024-10': -0.004544162905035565, '2024-11': 0.026978480584797904, '2024-12': 0.009879792715197677, '2025-01': 0.01192579878873179, '2025-02': -0.026228655153925362, '2025-03': -0.050902112814764866, '2025-04': 1.9434798215201e-09, '2025-05': 3.413604732216413e-08, '2025-06': 0.07298797720325778, '2025-07': 0.026917537508974076, '2025-08': 0.006135690460628895, '2025-09': 0.0906840350469662, '2025-10': 0.08017453346607706, '2025-11': -0.022405590290220156, '2025-12': 0.011008454510060828, '2026-01': 0.07339573118109732, '2026-02': -0.0012190243964639302, '2026-03': -0.045977739345005264, '2026-04': 0.3064106143520935, '2026-05': 0.1305056353890075, '2026-06': 0.05954008374453745, '2026-07': -0.12640526456231105, '2026-08': 0.03429403989696178, '2026-09': 0.01664311085825676}","{'2023': 0.14258499344850972, '2024': 0.2712140266359868, '2025': 0.20728567990500246, '2026': 0.47021554095487983}",959.5513642926701,2841.4784505879456,daily_mark_to_market_equity,A03__QQQM_SMH__primary,a,QQQM_SMH,A03,primary,severe,1,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,delay,,False,A03__QQQM_SMH__primary/severe/delay_1_session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,2020-10-13,2020-12-31,1000.0,1151.8558182660402,151.85581826604016,151.85581826604016,0.0,0.1518558182660401,0.922512435938686,0.08901846842075978,2020-10-13,2020-10-28,18,0.24647454733101598,2.704930771811246,4.675798751641749,10.363157806515902,992.9698665207598,2.969999600759821,2.969999600759821,0.0,7.819843306799999,0.0,144.03597495924006,1,0,0,,,,,,26,29,0.03942947079219561,-0.03202601978829944,0.97457135379722,0.02542864620277996,,0.1909240233476226,-0.08225119622075994,"{'2020-10': -0.08225119622075994, '2020-11': 0.1909240233476226, '2020-12': 0.05387775424236052}",{'2020': 0.1518558182660401},910.9815315792403,1157.10201589924,daily_mark_to_market_equity,A03__QQQM_SMH__primary,a,QQQM_SMH,A03,primary,severe,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,stress,stress_2020,False,A03__QQQM_SMH__primary/severe/stress_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,2022-01-03,2022-12-30,1000.0,815.7716105057901,-184.22838949420986,-184.22838949420986,0.0,-0.18422838949420983,-0.18618161382472898,0.18449783450828972,2022-01-03,2022-02-11,251,0.11240686117294775,-1.7610468992788015,-1.9512271822645753,-1.0091262822727798,3531.9197606479493,10.624196844209772,10.594196844209772,0.03,0.0,-184.22838949420998,0.0,3,3,3,0.0,,,17.0,17.0,13,12,0.03457405640608591,-0.05102490340359567,0.0853154556623888,0.9146845443376113,,0.0,-0.1287858725278096,"{'2022-01': -0.1287858725278096, '2022-02': -0.06363822075207326, '2022-03': 0.0, '2022-04': 0.0, '2022-05': 0.0, '2022-06': 0.0, '2022-07': 0.0, '2022-08': 0.0, '2022-09': 0.0, '2022-10': 0.0, '2022-11': 0.0, '2022-12': 0.0}",{'2022': -0.18422838949420972},815.5021654917102,1000.0,daily_mark_to_market_equity,A03__QQQM_SMH__primary,a,QQQM_SMH,A03,primary,severe,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,stress,stress_2022,False,A03__QQQM_SMH__primary/severe/stress_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,2023-09-19,2026-09-18,1000.0,2748.7979017758307,1748.7979017758307,1748.7979017758307,0.0,1.7487979017758306,0.401138923177186,0.1997317483258264,2024-07-10,2024-08-07,253,0.25406926034070243,1.4600911939523407,2.0986490428591136,2.008388383617411,7248.306106653069,3.66389879471948,3.62389879471948,0.04,21.90561631055,587.5424473121402,1139.3498381531401,6,4,4,0.75,9.586953148135537,28.76085944440661,340.5,405.5,416,291,0.054944688815091514,-0.07640911096051417,0.907610377529524,0.092389622470476,,0.2250011052467744,-0.13766221796215983,"{'2023-09': 0.008008570826174566, '2023-10': -0.031105567658320066, '2023-11': 0.130412911410982, '2023-12': 0.07597219048277526, '2024-01': 0.04099541636618764, '2024-02': 0.09822656538809738, '2024-03': 0.039331327010533546, '2024-04': -0.045925763313825474, '2024-05': 0.0962289686429787, '2024-06': 0.07400419170059358, '2024-07': -0.037280187885685434, '2024-08': -0.003017098495064041, '2024-09': 0.015682554395602732, '2024-10': -0.012239186318884987, '2024-11': 0.024337610986748137, '2024-12': 0.0045323601823870074, '2025-01': 0.009895692025899239, '2025-02': -0.02538484639666605, '2025-03': -0.02605746307327661, '2025-04': 0.0, '2025-05': -0.013574142714973148, '2025-06': 0.11176638961967056, '2025-07': 0.029705826791657675, '2025-08': 0.0072976327894564985, '2025-09': 0.08937430502118171, '2025-10': 0.08154532464615505, '2025-11': -0.023115508082547476, '2025-12': 0.010764780691455256, '2026-01': 0.0711424389705968, '2026-02': -0.005721032237970047, '2026-03': -0.04919539162565445, '2026-04': 0.2250011052467744, '2026-05': 0.1529021061914213, '2026-06': 0.05956562260795062, '2026-07': -0.13766221796215983, '2026-08': 0.0343160662147739, '2026-09': 0.020549198706230065}","{'2023': 0.18789715208662394, '2024': 0.32247860713644805, '2025': 0.26854872492114135, '2026': 0.37932993279147453}",961.2061274761752,3062.2928175558304,daily_mark_to_market_equity,A04__QQQM_SMH__primary,a,QQQM_SMH,A04,primary,base,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,continuous,,False,A04__QQQM_SMH__primary/base/continuous,0.7833601396196908,1.0003951225540064,0.7928891319222945,-0.17000940131591422,0.7033587239473891,2.1781542876152007,0.9912440535809606,1.0989415915822172,0.6467013094411032,-0.1114476798916964,0.8916332583438694,2.680261336608627,0.7808958013133904,1.0119168466322082,0.7953844549518803,-0.17226905515010227,0.7009207557176169,2.1743894850806615,-1.1479742402981192,0.6220229920480806,0.8957708720151231,-5.116491705314492,-1.2256354496027935,0.10036184146732381,-0.5798601299102816,0.5711807521466388,0.8788295082486609,-4.374572454660026,-0.6417264749345271,0.5368052565340052,-0.33862340439885996,2.5454453690581094,-0.23150711064569454,3.2055001788660937,-0.3439362686933679,2.540638510623741,-6.530301659363315,0.2502682900669117,-5.575333696375848,0.6965930620695091
OK,2023-09-19,2024-03-18,1000.0,1379.0114462764752,379.0114462764752,379.0114462764752,0.0,0.3790114462764753,0.91267770206239,0.08374381525274244,2023-10-12,2023-10-26,19,0.21017370689401116,3.1903260013535393,5.455494673661929,10.898449029434465,990.4949476238248,0.4949999738249174,0.4949999738249174,0.0,6.067016550299999,0.0,372.94442972617514,2,0,0,,,,,,76,47,0.049930853585110624,-0.031343763034122785,0.9739437373287556,0.02605626267124439,,0.130412911410982,-0.031105567658320066,"{'2023-09': 0.008008570826174566, '2023-10': -0.031105567658320066, '2023-11': 0.130412911410982, '2023-12': 0.07597219048277526, '2024-01': 0.04099541636618764, '2024-02': 0.09822656538809738, '2024-03': 0.015425973010460448}","{'2023': 0.18789715208662394, '2024': 0.16088454615295888}",961.2061274761752,1444.7558253366249,daily_mark_to_market_equity,A04__QQQM_SMH__primary,a,QQQM_SMH,A04,primary,base,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,evaluation,W1,False,A04__QQQM_SMH__primary/base/W1,0.1925142181966951,1.2303025263640277,0.9327238013166514,0.07200065139049246,0.1754258568922037,0.31167419149937176,0.21472785640121492,1.4860971426057834,0.836110186503736,0.08222522801909823,0.2102484329447788,0.3602666905322816,0.19177689230979514,1.2231762175176217,0.9311709507416688,0.07070048820384932,0.17474452614717007,0.3116118005224872,-0.11008103506147494,0.7592137070818233,0.9808707082000526,-0.3166304194089059,-0.16332153370103797,-0.05383052425588563,0.015150524049883188,0.7313732792474034,0.9552547913624027,-0.20627780212244326,-0.0417476792498479,0.07928311268075851,0.05610363347385107,0.3441248553263365,0.06587546958047516,0.389715454737185,0.05481285225289297,0.34378241158448775,-0.35301334110898125,-0.03916026756943039,-0.24127413883129295,0.09598375242321351
OK,2024-03-19,2024-09-18,1000.0,1030.79388615169,30.793886151690003,30.793886151690003,0.0,0.030793886151690097,0.06240397040773704,0.19276715052908255,2024-07-10,2024-08-07,49,0.2821108238659804,0.3539080882288005,0.4833108488453794,0.3237272026715062,990.49465424721,0.49499982720990565,0.49499982720990565,0.0,0.8574314889000001,0.0,29.936454662790055,2,0,0,,,,,,72,53,0.051979642365725054,-0.0523414327576468,0.9747605119725239,0.02523948802747611,,0.09257326542311506,-0.04569530848738568,"{'2024-03': -0.013603118087210042, '2024-04': -0.04569530848738568, '2024-05': 0.09257326542311506, '2024-06': 0.0727019787898775, '2024-07': -0.03505019645277607, '2024-08': -0.0013395538892574388, '2024-09': -0.030426220918441382}",{'2024': 0.03079388615168943},898.2446327127901,1174.28943385169,daily_mark_to_market_equity,A04__QQQM_SMH__primary,a,QQQM_SMH,A04,primary,base,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,evaluation,W2,False,A04__QQQM_SMH__primary/base/W2,-0.052266016648560024,1.4213364868358345,0.9568482256034635,-0.10734604282711455,-0.017978873870244994,0.13424712468549935,-0.06731293459493304,1.886992493359704,0.8753686667202989,-0.2064859754911589,-0.03371512914137309,0.23643795337296347,-0.05252739025100982,1.4261970741956131,0.95635836836194,-0.10845373758658577,-0.018227273588929505,0.13341654982297657,-0.03911069977179022,0.7165193573766856,0.9816628267731883,-0.15976653313278158,0.0047707554195387525,0.0887251212935547,0.019769870857315026,0.7158250190967734,0.9685166042522982,-0.02630483703095153,0.06494929403237798,0.12074499002834316,-0.12035162391278306,0.17798030001502904,-0.2299644297057108,0.28805978247505604,-0.12046044426409384,0.1775096587877145,-0.20422055981535553,0.09732956669377772,-0.04755609715899945,0.12923041030748456
OK,2024-09-19,2025-03-18,1000.0,991.9391673783052,-8.060832621694772,-8.060832621694772,0.0,-0.008060832621694769,-0.016288930784017608,0.11460980668209908,2025-01-23,2025-03-11,37,0.21473380536647013,0.030342546311788836,0.03912452536677757,-0.14212510478443882,2999.3634011344743,1.529679319444818,1.499679319444818,0.03,2.9933356477499995,-11.054168269444862,0.0,3,3,3,0.3333333333333333,0.7722661758579791,0.38613308792898954,103.66666666666667,128.0,61,56,0.026387955035213295,-0.06295563075399113,0.8519923644429637,0.14800763555703633,,0.02733084932551111,-0.02944106740547614,"{'2024-09': 0.01844809458604013, '2024-10': -0.01187857403269732, '2024-11': 0.02733084932551111, '2024-12': 0.004541209756057318, '2025-01': 0.01111383031173574, '2025-02': -0.026724539626189925, '2025-03': -0.02944106740547614}","{'2024': 0.03854974567378977, '2025': -0.044880448423050834}",984.3503197999052,1111.77007293379,daily_mark_to_market_equity,A04__QQQM_SMH__primary,a,QQQM_SMH,A04,primary,base,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,evaluation,W3,False,A04__QQQM_SMH__primary/base/W3,0.0058878723391301265,0.9697397460170787,0.8534486357931445,-0.12989566212090325,-0.03270894801803331,0.0648077902805081,0.0033203656798991687,1.1912323742847608,0.7565636757797741,-0.11378469264670905,-0.0234966516004409,0.08122632062001127,0.005240577458505186,0.9785041327792858,0.8555922160374045,-0.13034020660976708,-0.0330443586675756,0.06447939514031521,0.04804074632608024,0.5894413240059024,0.9131565651003826,-0.029669439235845484,0.06300514150440029,0.1374257764868584,0.09463970530422523,0.6089781383271434,0.8961128034076953,0.010021840307548558,0.10779331506934542,0.1921956529783178,-0.14342255618791191,0.08317107624345234,-0.12905678748687624,0.10216494744896149,-0.14380187507250794,0.08316990887821232,-0.04886182915275243,0.14976902457720298,-0.010741001183431294,0.2080684555746495
OK,2025-03-19,2025-09-18,1000.0,1214.9740360080602,214.97403600806024,214.97403600806024,0.0,0.2149740360080603,0.47498433613474944,0.038258012108955075,2025-08-14,2025-08-21,19,0.13091923419007398,3.018305077724383,5.086239169566281,12.41529054834424,991.7095506518399,0.4956069718399245,0.4956069718399245,0.0,0.7357730099,0.0,214.23826299816017,2,0,0,,,,,,54,33,0.027375385493208837,-0.020382164083414422,0.6756418948498301,0.32435810515016994,,0.11176640858728049,-0.013574144651839481,"{'2025-03': 0.0, '2025-04': 0.0, '2025-05': -0.013574144651839481, '2025-06': 0.11176640858728049, '2025-07': 0.029705831492701673, '2025-08': 0.007297634007743303, '2025-09': 0.06811500470929088}",{'2025': 0.21497403600806098},972.2751479281601,1214.9740360080602,daily_mark_to_market_equity,A04__QQQM_SMH__primary,a,QQQM_SMH,A04,primary,base,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,evaluation,W4,False,A04__QQQM_SMH__primary/base/W4,-0.03330638789960994,0.16066349273365993,0.3268715746525487,-0.45865273576673554,-0.0805912329394759,0.1809047411347622,0.03449471980542012,0.15805581856501397,0.2816244314866014,-0.3069281205871062,-0.01824837357375353,0.20038888542260058,-0.03394100996151974,0.1663811060591744,0.3333091213233746,-0.458495097774302,-0.0809506029456587,0.18042376349644842,-0.1866003456512301,0.13716321513779425,0.4180612603732025,-0.9545216823747297,-0.2873681902485016,0.12350197736613232,-0.11420678696592426,0.11741103991621075,0.38609000895639456,-0.9010591675919543,-0.22350968065397048,0.19422071859510082,-0.5659348727146266,0.21556799284076938,-0.36120024502761033,0.2391885631722632,-0.5666323405245077,0.21522365043588476,-1.1260848870911564,0.1777138484427999,-1.0576190052385477,0.2636653955160185
OK,2025-09-19,2026-03-18,1000.0,1103.8763748567103,103.8763748567103,103.8763748567103,0.0,0.1038763748567102,0.22206054678596443,0.0984098660831415,2025-10-29,2025-11-20,29,0.2372436783872291,0.9650227779055339,1.3384899283830494,2.256486627045674,990.4946249925899,0.49499981258988207,0.49499981258988207,0.0,2.3369694893000004,0.0,101.53940536741015,2,0,0,,,,,,70,52,0.038538214163257756,-0.04603411145234115,0.9742080747527663,0.025791925247233727,,0.07957211047291235,-0.026144152984193925,"{'2025-09': 0.0027496066874097558, '2025-10': 0.07957211047291235, '2025-11': -0.022683895440445245, '2025-12': 0.009837933276064081, '2026-01': 0.06797059002115602, '2026-02': -0.006573874834877702, '2026-03': -0.026144152984193925}","{'2025': 0.06839265213670997, '2026': 0.03321224893210761}",988.8214205074103,1171.3506692767103,daily_mark_to_market_equity,A04__QQQM_SMH__primary,a,QQQM_SMH,A04,primary,base,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,evaluation,W5,False,A04__QQQM_SMH__primary/base/W5,0.10593257228983533,1.3619405624276824,0.9460297019441387,0.03163562458201149,0.12370048519727528,0.2289798530137936,0.10273709250194145,1.7444584952406403,0.8824610954573042,-0.0018557887013467165,0.10519705268139623,0.229238456599037,0.10567792841989523,1.3660121410351733,0.9458881451880394,0.030980236698862896,0.12338373089345445,0.2294911042370134,-0.1408591428182899,0.7435427631402677,0.9849179718722625,-0.25618019136602155,-0.12775968100145774,-0.031085312625719817,-0.1609639475976719,0.6662271832960635,0.969069947547393,-0.362844462519737,-0.1644685070758084,-0.012342636727967501,0.018464444793406132,0.25114784532079587,-0.019717859710796516,0.250794347015212,0.01821391773293351,0.25084933694541844,-0.28414944582596313,-0.01916925446789436,-0.4043285471482868,0.008240332919897914
OK,2026-03-19,2026-09-18,1000.0,1318.73286935886,318.73286935885994,318.73286935885994,0.0,0.31873286935886,0.7370855841884238,0.18600672514180505,2026-06-22,2026-07-29,62,0.33466894886968684,1.8087027946014869,2.6676262403888287,3.9626824440164485,999.9999009554399,0.4997500754398978,0.4997500754398978,0.0,0.7080334943000001,0.0,318.02483586456015,2,0,0,,,,,,77,48,0.05190896846617066,-0.072797716416098,0.9285393659999467,0.07146063400005331,,0.20577655870172906,-0.12871598861289102,"{'2026-03': -0.012781054388520174, '2026-04': 0.20577655870172906, '2026-05': 0.14656351284030555, '2026-06': 0.051578141774580866, '2026-07': -0.12871598861289102, '2026-08': 0.03531909160267266, '2026-09': 0.018598140021874876}",{'2026': 0.31873286935886047},960.95636718148,1453.47906632886,daily_mark_to_market_equity,A04__QQQM_SMH__primary,a,QQQM_SMH,A04,primary,base,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,evaluation,W6,False,A04__QQQM_SMH__primary/base/W6,0.09505629955405993,1.4071361209839504,0.9286665211137467,-0.08493454768907255,0.08707147062250031,0.3557580248167305,0.15584704369531982,1.8879343687461394,0.7576194442274132,-0.17143904947418367,0.14471170720684612,0.6114968869374344,0.09532617411495971,1.4202046665102521,0.9278772811304407,-0.08555803062076348,0.08739605473502732,0.3549397194736377,-0.16803775564114015,0.7099827379072152,0.9790978027737878,-0.5275091548151198,-0.12903303656714982,0.046357411332782046,-0.2978440912716203,0.5928034045704251,0.9689975920320164,-1.036477710124946,-0.23385964696188688,0.09387272842773521,-0.11010968564993232,0.4097239441502612,-0.21192091676296093,0.6964010797789055,-0.11078065033722005,0.4100718166305079,-0.6576814970398449,0.0638339039413541,-1.2833281283996076,0.12343854598868356
OK,2023-09-19,2026-09-18,1000.0,2745.5999297133294,1745.5999297133294,1745.5999297133294,0.0,1.7455999297133293,0.40059497491069807,0.1996113064112851,2026-06-22,2026-07-29,62,0.25525623082838045,1.4529677746143232,2.0865964284453877,2.0068751721172555,7213.234469756178,3.6463629644605975,3.6063629644605975,0.04,21.88378114579,563.8000790286544,1159.9160695388848,6,4,4,0.75,9.962626363830584,29.88787909149175,340.5,405.5,415,291,0.05549959652535108,-0.07708050963388269,0.9063275772513266,0.09367242274867338,,0.219808307047336,-0.1393175296455319,"{'2023-09': 0.007524095782205142, '2023-10': -0.03106981323925251, '2023-11': 0.13033195829077204, '2023-12': 0.07590285528497853, '2024-01': 0.040918919056547765, '2024-02': 0.09807714536574452, '2024-03': 0.03924871819416387, '2024-04': -0.045917760766648996, '2024-05': 0.09612836854647866, '2024-06': 0.07396700448735927, '2024-07': -0.03722027134191641, '2024-08': -0.0029728578570310527, '2024-09': 0.01571231191036082, '2024-10': -0.012227571765795586, '2024-11': 0.02442495126828792, '2024-12': 0.004532301608636491, '2025-01': 0.012171120508357003, '2025-02': -0.02434652003040516, '2025-03': -0.02865789532123708, '2025-04': 0.0, '2025-05': -0.005311893328727835, '2025-06': 0.11243235751540892, '2025-07': 0.029770280004290495, '2025-08': 0.007258031959252564, '2025-09': 0.08985025049785689, '2025-10': 0.08198448965837346, '2025-11': -0.023207318930140164, '2025-12': 0.011002456201224753, '2026-01': 0.07191892952198708, '2026-02': -0.005487184633530262, '2026-03': -0.05715355310197534, '2026-04': 0.219808307047336, '2026-05': 0.15409327030300157, '2026-06': 0.06105686145594258, '2026-07': -0.1393175296455319, '2026-08': 0.034128189816160504, '2026-09': 0.020915068851611762}","{'2023': 0.18720849279684448, '2024': 0.3222482753762339, '2025': 0.2820526360004074, '2026': 0.3642419353343733}",960.761955842205,3064.827435423329,daily_mark_to_market_equity,A04__QQQM_SMH__primary,a,QQQM_SMH,A04,primary,base,1,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,delay,,False,A04__QQQM_SMH__primary/base/delay_1_session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
