candidate_id,cost_scenario,phase,window_id,metric,before,after
BENCH__SPY,stress,continuous,,sortino_zero_mar,1.7794870408160806,1.994771008257266
BENCH__SPY,stress,evaluation,W1,max_drawdown,0.07173289801718874,0.07304909571956009
BENCH__SPY,stress,evaluation,W1,sortino_zero_mar,4.050222483320929,4.18572902702192
BENCH__SPY,stress,evaluation,W2,sortino_zero_mar,1.8902232686131604,2.0683585229472166
BENCH__SPY,stress,evaluation,W3,sortino_zero_mar,-0.15435145802349648,-0.15655264370775346
BENCH__SPY,stress,evaluation,W4,sortino_zero_mar,1.869226502784784,2.431837479935178
BENCH__SPY,stress,evaluation,W5,sortino_zero_mar,0.08201341070038495,0.0822708590043871
BENCH__SPY,stress,evaluation,W6,sortino_zero_mar,3.6901182709477354,3.679433007312827
BENCH__SPY,severe,continuous,,sortino_zero_mar,1.7758609028360772,1.9897493901987369
BENCH__SPY,severe,evaluation,W1,max_drawdown,0.0718397314783471,0.07453409543911982
BENCH__SPY,severe,evaluation,W1,sortino_zero_mar,4.026280090448927,4.140726103275654
BENCH__SPY,severe,evaluation,W2,sortino_zero_mar,1.8613227768538183,2.0367194303282647
BENCH__SPY,severe,evaluation,W3,sortino_zero_mar,-0.18365791684372454,-0.18557853897008356
BENCH__SPY,severe,evaluation,W4,sortino_zero_mar,1.8535607348444088,2.411505405090719
BENCH__SPY,severe,evaluation,W5,sortino_zero_mar,0.04913498046203015,0.04921589852059672
BENCH__SPY,severe,evaluation,W6,sortino_zero_mar,3.654848396655147,3.6443254300688617
BENCH__QQQM,base,continuous,,sortino_zero_mar,1.7102022538720711,1.8213489502477327
BENCH__QQQM,base,evaluation,W1,sortino_zero_mar,3.5780239636115043,3.476827802558762
BENCH__QQQM,base,evaluation,W2,sortino_zero_mar,1.2144871342709642,1.2868510552702577
BENCH__QQQM,base,evaluation,W3,sortino_zero_mar,-0.06585991780722424,-0.0679508025794357
BENCH__QQQM,base,evaluation,W4,sortino_zero_mar,2.3216095241966963,2.994915865908545
BENCH__QQQM,base,evaluation,W5,sortino_zero_mar,0.0818042406706534,0.07907316381871292
BENCH__QQQM,base,evaluation,W6,sortino_zero_mar,3.0816439154722657,3.0131591882667137
BENCH__QQQM,stress,continuous,,sortino_zero_mar,1.7080119121945554,1.8190274528698256
BENCH__QQQM,stress,evaluation,W1,sortino_zero_mar,3.5580600206615114,3.4575018813766536
BENCH__QQQM,stress,evaluation,W2,sortino_zero_mar,1.2010632259427383,1.272615962221403
BENCH__QQQM,stress,evaluation,W3,sortino_zero_mar,-0.0792369123283932,-0.08184111185924406
BENCH__QQQM,stress,evaluation,W4,sortino_zero_mar,2.3118168526351437,2.9823593988983217
BENCH__QQQM,stress,evaluation,W5,sortino_zero_mar,0.0650220200645755,0.06285120813314148
BENCH__QQQM,stress,evaluation,W6,sortino_zero_mar,3.067665152519082,2.9994663244155895
BENCH__QQQM,severe,continuous,,sortino_zero_mar,1.7051801669014766,1.8155278160059043
BENCH__QQQM,severe,evaluation,W1,sortino_zero_mar,3.5232329517978527,3.4281083520964803
BENCH__QQQM,severe,evaluation,W2,sortino_zero_mar,1.1809743932346433,1.2513135948493792
BENCH__QQQM,severe,evaluation,W3,sortino_zero_mar,-0.09964294789167141,-0.10261491811473633
BENCH__QQQM,severe,evaluation,W4,sortino_zero_mar,2.297164396916947,2.9635708965426213
BENCH__QQQM,severe,evaluation,W5,sortino_zero_mar,0.03990977554049616,0.03857733912892363
BENCH__QQQM,severe,evaluation,W6,sortino_zero_mar,3.0467422555962664,2.9789716557729897
BENCH__SMH,base,continuous,,sortino_zero_mar,1.9575936390397188,2.0908699698689475
BENCH__SMH,base,evaluation,W1,sortino_zero_mar,5.653381141789142,5.405163053304364
BENCH__SMH,base,evaluation,W2,sortino_zero_mar,0.7195686983257082,0.7441480884030832
BENCH__SMH,base,evaluation,W3,sortino_zero_mar,-0.22637018769886547,-0.23483849812022897
BENCH__SMH,base,evaluation,W4,sortino_zero_mar,2.6092453619512668,3.1519690515729044
BENCH__SMH,base,evaluation,W5,sortino_zero_mar,2.1823141533318147,2.254234211646026
BENCH__SMH,base,evaluation,W6,sortino_zero_mar,2.9421794004039423,2.862922150232507
BENCH__SMH,stress,continuous,,sortino_zero_mar,1.9568476233125465,2.0897055269842273
BENCH__SMH,stress,evaluation,W1,sortino_zero_mar,5.648264969763423,5.389922710404856
BENCH__SMH,stress,evaluation,W2,sortino_zero_mar,0.7130227491125114,0.7373701746094895
BENCH__SMH,stress,evaluation,W3,sortino_zero_mar,-0.2335860791315765,-0.24232257364423204
BENCH__SMH,stress,evaluation,W4,sortino_zero_mar,2.602093203254586,3.1434644285300855
BENCH__SMH,stress,evaluation,W5,sortino_zero_mar,2.176195227788436,2.2450969443047772
BENCH__SMH,stress,evaluation,W6,sortino_zero_mar,2.9363066717491533,2.8571155385618163
BENCH__SMH,severe,continuous,,sortino_zero_mar,1.955691109700502,2.087941688353761
BENCH__SMH,severe,evaluation,W1,sortino_zero_mar,5.638300261123553,5.366330934832248
BENCH__SMH,severe,evaluation,W2,sortino_zero_mar,0.7032268631886527,0.7272273955875644
BENCH__SMH,severe,evaluation,W3,sortino_zero_mar,-0.24438325868558797,-0.2535208240249491
BENCH__SMH,severe,evaluation,W4,sortino_zero_mar,2.591391864429454,3.13073906356111
BENCH__SMH,severe,evaluation,W5,sortino_zero_mar,2.166656897295557,2.2312549926910346
BENCH__SMH,severe,evaluation,W6,sortino_zero_mar,2.927514727879976,2.848422841789261
BENCH__SOXX,base,continuous,,sortino_zero_mar,1.6862385890761358,1.7941859662092923
BENCH__SOXX,base,evaluation,W1,sortino_zero_mar,4.291689767444025,4.003419097894127
BENCH__SOXX,base,evaluation,W2,sortino_zero_mar,0.3256360331426067,0.33500008399448655
BENCH__SOXX,base,evaluation,W3,sortino_zero_mar,-0.6852585647888357,-0.6813851811763971
BENCH__SOXX,base,evaluation,W4,sortino_zero_mar,2.124828212927403,2.541948554948665
BENCH__SOXX,base,evaluation,W5,sortino_zero_mar,2.152758986577361,2.2286516626693507
BENCH__SOXX,base,evaluation,W6,sortino_zero_mar,3.160037928003156,2.9989751765519403
BENCH__SOXX,stress,continuous,,sortino_zero_mar,1.6854939224691836,1.7930856808369766
BENCH__SOXX,stress,evaluation,W1,sortino_zero_mar,4.283641163368064,3.989798903473431
BENCH__SOXX,stress,evaluation,W2,sortino_zero_mar,0.3191026790215843,0.32827578866956525
BENCH__SOXX,stress,evaluation,W3,sortino_zero_mar,-0.6932117502477033,-0.6892902015906165
BENCH__SOXX,stress,evaluation,W4,sortino_zero_mar,2.1183236021339584,2.5342509480399666
BENCH__SOXX,stress,evaluation,W5,sortino_zero_mar,2.1466824770130413,2.2201853348545906
BENCH__SOXX,stress,evaluation,W6,sortino_zero_mar,3.1551817645159375,2.994228353149903
BENCH__SOXX,severe,continuous,,sortino_zero_mar,1.68434985679403,1.791423185591608
BENCH__SOXX,severe,evaluation,W1,sortino_zero_mar,4.270136417511895,3.9689128770653324
BENCH__SOXX,severe,evaluation,W2,sortino_zero_mar,0.309326592046668,0.31821420567767045
BENCH__SOXX,severe,evaluation,W3,sortino_zero_mar,-0.7051106805353318,-0.7011169128257705
BENCH__SOXX,severe,evaluation,W4,sortino_zero_mar,2.1085926815424023,2.522734971086165
BENCH__SOXX,severe,evaluation,W5,sortino_zero_mar,2.1372880786440622,2.207382075491438
BENCH__SOXX,severe,evaluation,W6,sortino_zero_mar,3.147911469940795,2.987121935458642
BENCH__QQQM_SMH_STATIC50,base,continuous,,sortino_zero_mar,1.8836553022843268,2.0191419729729
BENCH__QQQM_SMH_STATIC50,base,evaluation,W1,sortino_zero_mar,5.110432257609098,4.800929228928296
BENCH__QQQM_SMH_STATIC50,base,evaluation,W2,sortino_zero_mar,0.860067079674998,0.9016567031855258
BENCH__QQQM_SMH_STATIC50,base,evaluation,W3,sortino_zero_mar,-0.20255407286117888,-0.2071385179666395
BENCH__QQQM_SMH_STATIC50,base,evaluation,W4,sortino_zero_mar,2.4911960651435407,3.132593197694225
BENCH__QQQM_SMH_STATIC50,base,evaluation,W5,sortino_zero_mar,1.5192478726954883,1.5266895274734442
BENCH__QQQM_SMH_STATIC50,base,evaluation,W6,sortino_zero_mar,2.8988365775936993,2.8527819616352548
BENCH__QQQM_SMH_STATIC50,stress,continuous,,sortino_zero_mar,1.8827042206811209,2.0176364898394383
BENCH__QQQM_SMH_STATIC50,stress,evaluation,W1,sortino_zero_mar,5.108381960850593,4.783819025814874
BENCH__QQQM_SMH_STATIC50,stress,evaluation,W2,sortino_zero_mar,0.8511875174625552,0.8923367726813367
BENCH__QQQM_SMH_STATIC50,stress,evaluation,W3,sortino_zero_mar,-0.2124780213625147,-0.21728650040386335
BENCH__QQQM_SMH_STATIC50,stress,evaluation,W4,sortino_zero_mar,2.4829162934199607,3.122296733988371
BENCH__QQQM_SMH_STATIC50,stress,evaluation,W5,sortino_zero_mar,1.5049952267947784,1.5151170497040927
BENCH__QQQM_SMH_STATIC50,stress,evaluation,W6,sortino_zero_mar,2.8907233978668767,2.844722515296115
BENCH__QQQM_SMH_STATIC50,severe,continuous,,sortino_zero_mar,1.881219243365536,2.0153514711329557
BENCH__QQQM_SMH_STATIC50,severe,evaluation,W1,sortino_zero_mar,5.101971734812364,4.757152673039059
BENCH__QQQM_SMH_STATIC50,severe,evaluation,W2,sortino_zero_mar,0.8378990759910067,0.8783896712859651
BENCH__QQQM_SMH_STATIC50,severe,evaluation,W3,sortino_zero_mar,-0.22732808054505724,-0.23247169651656674
BENCH__QQQM_SMH_STATIC50,severe,evaluation,W4,sortino_zero_mar,2.470527685570888,3.106890032624987
BENCH__QQQM_SMH_STATIC50,severe,evaluation,W5,sortino_zero_mar,1.4918010909628605,1.4976126874821456
BENCH__QQQM_SMH_STATIC50,severe,evaluation,W6,sortino_zero_mar,2.8785780297142027,2.8326579914214896
A01__QQQM_SMH__primary,base,delay,W1,sortino_zero_mar,0.7400336645513635,1.0217448865472722
A01__QQQM_SMH__primary,base,delay,W2,sortino_zero_mar,0.5125895653622963,0.5320782454248381
A01__QQQM_SMH__primary,base,delay,W3,sortino_zero_mar,0.184253275248769,0.19756405588348455
A01__QQQM_SMH__primary,base,delay,W4,sortino_zero_mar,3.4681218068903297,4.410821605356245
A01__QQQM_SMH__primary,base,delay,W5,sortino_zero_mar,2.0366556771525413,2.1089864266582086
A01__QQQM_SMH__primary,base,delay,W6,sortino_zero_mar,2.6689495955580136,2.6433304332304264
A01__QQQM_SMH__primary,stress,delay,W1,sortino_zero_mar,0.6907805577375632,0.9547126760707063
A01__QQQM_SMH__primary,stress,delay,W2,sortino_zero_mar,0.4924405082572829,0.5108578087852546
A01__QQQM_SMH__primary,stress,delay,W3,sortino_zero_mar,0.15562437416211,0.16653618135684894
A01__QQQM_SMH__primary,stress,delay,W4,sortino_zero_mar,3.4077112283297337,4.343196998431879
A01__QQQM_SMH__primary,stress,delay,W5,sortino_zero_mar,2.0307867982014014,2.0999469197037293
A01__QQQM_SMH__primary,stress,delay,W6,sortino_zero_mar,2.6632436923602203,2.6376031568155915
A01__QQQM_SMH__primary,severe,delay,W1,sortino_zero_mar,0.6178975519264365,0.8554020623007499
A01__QQQM_SMH__primary,severe,delay,W2,sortino_zero_mar,0.4622015888386872,0.47908316289349445
A01__QQQM_SMH__primary,severe,delay,W3,win_rate,,0.0
A01__QQQM_SMH__primary,severe,delay,W3,sortino_zero_mar,0.11258539947319614,0.12006032709936845
A01__QQQM_SMH__primary,severe,delay,W4,sortino_zero_mar,3.3602213386190427,4.239141253112001
A01__QQQM_SMH__primary,severe,delay,W5,sortino_zero_mar,2.0216325308140686,2.0862603626008727
A01__QQQM_SMH__primary,severe,delay,W6,sortino_zero_mar,2.6369357875720385,2.6289832832267854
A02__QQQM_SMH__primary,base,delay,W1,win_rate,,0.0
A02__QQQM_SMH__primary,base,delay,W1,sortino_zero_mar,5.138429613637844,4.875828409885792
A02__QQQM_SMH__primary,base,delay,W2,win_rate,1.0,0.4
A02__QQQM_SMH__primary,base,delay,W2,sortino_zero_mar,0.3941262832426375,0.4221213030905207
A02__QQQM_SMH__primary,base,delay,W3,win_rate,1.0,0.3333333333333333
A02__QQQM_SMH__primary,base,delay,W3,sortino_zero_mar,-0.6330683218059995,-0.7440404020941387
A02__QQQM_SMH__primary,base,delay,W4,sortino_zero_mar,4.647868881261139,5.7291037020405176
A02__QQQM_SMH__primary,base,delay,W5,win_rate,1.0,0.5714285714285714
A02__QQQM_SMH__primary,base,delay,W5,sortino_zero_mar,1.2805472908907705,1.3112381436111695
A02__QQQM_SMH__primary,base,delay,W6,win_rate,1.0,0.8571428571428571
A02__QQQM_SMH__primary,base,delay,W6,sortino_zero_mar,1.957225244803078,2.1891785046493157
A02__QQQM_SMH__primary,stress,delay,W1,win_rate,,0.0
A02__QQQM_SMH__primary,stress,delay,W1,sortino_zero_mar,5.0265558680446185,4.804910539881847
A02__QQQM_SMH__primary,stress,delay,W2,win_rate,1.0,0.4
A02__QQQM_SMH__primary,stress,delay,W2,sortino_zero_mar,0.35213334916524947,0.3766405164015206
A02__QQQM_SMH__primary,stress,delay,W3,win_rate,1.0,0.3333333333333333
A02__QQQM_SMH__primary,stress,delay,W3,sortino_zero_mar,-0.7069317141398943,-0.82714716642467
A02__QQQM_SMH__primary,stress,delay,W4,sortino_zero_mar,4.620530537466043,5.695391032908274
A02__QQQM_SMH__primary,stress,delay,W5,win_rate,1.0,0.5714285714285714
A02__QQQM_SMH__primary,stress,delay,W5,sortino_zero_mar,1.2478350607599205,1.2753625726297184
A02__QQQM_SMH__primary,stress,delay,W6,win_rate,1.0,0.8571428571428571
A02__QQQM_SMH__primary,stress,delay,W6,sortino_zero_mar,1.9281135776885931,2.153274957039641
A02__QQQM_SMH__primary,severe,delay,W1,win_rate,,0.0
A02__QQQM_SMH__primary,severe,delay,W1,sortino_zero_mar,4.9330976681585526,4.697938373311915
A02__QQQM_SMH__primary,severe,delay,W2,win_rate,1.0,0.4
A02__QQQM_SMH__primary,severe,delay,W2,sortino_zero_mar,0.288511968768598,0.30852053707197385
A02__QQQM_SMH__primary,severe,delay,W3,win_rate,1.0,0.3333333333333333
A02__QQQM_SMH__primary,severe,delay,W3,sortino_zero_mar,-0.8250507184475844,-0.950990183661393
A02__QQQM_SMH__primary,severe,delay,W4,sortino_zero_mar,4.579573236851948,5.644884190442737
A02__QQQM_SMH__primary,severe,delay,W5,win_rate,1.0,0.5714285714285714
A02__QQQM_SMH__primary,severe,delay,W5,sortino_zero_mar,1.1982748922046413,1.2215260024320302
A02__QQQM_SMH__primary,severe,delay,W6,win_rate,1.0,0.8571428571428571
A02__QQQM_SMH__primary,severe,delay,W6,sortino_zero_mar,1.8845066102352617,2.0994038628359513
A03__QQQM_SMH__primary,base,delay,W1,win_rate,1.0,0.8
A03__QQQM_SMH__primary,base,delay,W1,sortino_zero_mar,5.027777269098802,5.205267379913562
A03__QQQM_SMH__primary,base,delay,W2,win_rate,1.0,0.4
A03__QQQM_SMH__primary,base,delay,W2,sortino_zero_mar,0.671355843932058,0.7068013336818979
A03__QQQM_SMH__primary,base,delay,W3,win_rate,1.0,0.3333333333333333
A03__QQQM_SMH__primary,base,delay,W3,sortino_zero_mar,-0.2085645892706788,-0.22877898115255677
A03__QQQM_SMH__primary,base,delay,W4,sortino_zero_mar,3.600993318643125,4.985711345296349
A03__QQQM_SMH__primary,base,delay,W5,win_rate,1.0,0.8
A03__QQQM_SMH__primary,base,delay,W5,sortino_zero_mar,1.11802489959496,1.142652831037394
A03__QQQM_SMH__primary,base,delay,W6,sortino_zero_mar,3.3386109181772965,3.477390359574393
A03__QQQM_SMH__primary,stress,delay,W1,win_rate,1.0,0.8
A03__QQQM_SMH__primary,stress,delay,W1,sortino_zero_mar,4.98833817896103,5.165158510707649
A03__QQQM_SMH__primary,stress,delay,W2,win_rate,1.0,0.4
A03__QQQM_SMH__primary,stress,delay,W2,sortino_zero_mar,0.6500649228509451,0.6839651197040929
A03__QQQM_SMH__primary,stress,delay,W3,win_rate,1.0,0.3333333333333333
A03__QQQM_SMH__primary,stress,delay,W3,sortino_zero_mar,-0.25500831991708406,-0.27915623760008007
A03__QQQM_SMH__primary,stress,delay,W4,sortino_zero_mar,3.576452102230229,4.950747206760122
A03__QQQM_SMH__primary,stress,delay,W5,win_rate,1.0,0.8
A03__QQQM_SMH__primary,stress,delay,W5,sortino_zero_mar,1.1026941514459476,1.125563843290094
A03__QQQM_SMH__primary,stress,delay,W6,sortino_zero_mar,3.322662329978458,3.46054031611174
A03__QQQM_SMH__primary,severe,delay,W1,win_rate,1.0,0.8
A03__QQQM_SMH__primary,severe,delay,W1,sortino_zero_mar,4.9291793384933955,5.10499356215064
A03__QQQM_SMH__primary,severe,delay,W2,win_rate,1.0,0.4
A03__QQQM_SMH__primary,severe,delay,W2,sortino_zero_mar,0.6181089598726386,0.649760914422556
A03__QQQM_SMH__primary,severe,delay,W3,win_rate,1.0,0.3333333333333333
A03__QQQM_SMH__primary,severe,delay,W3,sortino_zero_mar,-0.3247621666393257,-0.3545318967739101
A03__QQQM_SMH__primary,severe,delay,W4,sortino_zero_mar,3.499320735883162,4.898298670132392
A03__QQQM_SMH__primary,severe,delay,W5,win_rate,1.0,0.8
A03__QQQM_SMH__primary,severe,delay,W5,sortino_zero_mar,1.0793671608058235,1.09985832147668
A03__QQQM_SMH__primary,severe,delay,W6,sortino_zero_mar,3.2987251490834906,3.4352577911849704
A04__QQQM_SMH__primary,base,delay,W1,sortino_zero_mar,5.609166093538186,5.461516349118753
A04__QQQM_SMH__primary,base,delay,W2,sortino_zero_mar,0.5557000616624148,0.58279932742512
A04__QQQM_SMH__primary,base,delay,W3,win_rate,1.0,0.3333333333333333
A04__QQQM_SMH__primary,base,delay,W3,sortino_zero_mar,-0.1286043984808781,-0.13771983054237802
A04__QQQM_SMH__primary,base,delay,W4,sortino_zero_mar,4.361740028175833,5.3054610703669285
A04__QQQM_SMH__primary,base,delay,W5,sortino_zero_mar,1.3907222883464723,1.3997625670331166
A04__QQQM_SMH__primary,base,delay,W6,sortino_zero_mar,2.603568458253005,2.6507687010286225
A04__QQQM_SMH__primary,stress,delay,W1,sortino_zero_mar,5.605676182569184,5.44252277455073
A04__QQQM_SMH__primary,stress,delay,W2,sortino_zero_mar,0.546789505774684,0.5734469670553913
A04__QQQM_SMH__primary,stress,delay,W3,win_rate,1.0,0.3333333333333333
A04__QQQM_SMH__primary,stress,delay,W3,sortino_zero_mar,-0.1623935051528362,-0.1738929164115156
A04__QQQM_SMH__primary,stress,delay,W4,sortino_zero_mar,4.340992699314455,5.28017206280958
A04__QQQM_SMH__primary,stress,delay,W5,sortino_zero_mar,1.3812805710627147,1.3878362293318314
A04__QQQM_SMH__primary,stress,delay,W6,sortino_zero_mar,2.5951440097330303,2.6421795353154307
A04__QQQM_SMH__primary,severe,delay,W1,sortino_zero_mar,5.596598458478595,5.41281548912852
A04__QQQM_SMH__primary,severe,delay,W2,sortino_zero_mar,0.5334556886496397,0.5594524271381216
A04__QQQM_SMH__primary,severe,delay,W3,win_rate,,0.0
A04__QQQM_SMH__primary,severe,delay,W3,sortino_zero_mar,-0.2129488714451043,-0.22800674578578553
A04__QQQM_SMH__primary,severe,delay,W4,sortino_zero_mar,4.2793134115802784,5.241849275110866
A04__QQQM_SMH__primary,severe,delay,W5,sortino_zero_mar,1.366688242452862,1.3698292206815612
A04__QQQM_SMH__primary,severe,delay,W6,sortino_zero_mar,2.582543077862521,2.6293323622640457
A05__QQQM_SMH__primary,base,delay,W1,sortino_zero_mar,2.1376583602101364,2.480644436467222
A05__QQQM_SMH__primary,base,delay,W2,win_rate,1.0,0.6666666666666666
A05__QQQM_SMH__primary,base,delay,W2,sortino_zero_mar,0.4790002658311468,1.1320000945222437
A05__QQQM_SMH__primary,base,delay,W3,win_rate,1.0,0.25
A05__QQQM_SMH__primary,base,delay,W3,sortino_zero_mar,-0.9369412729306125,-1.460545281155088
A05__QQQM_SMH__primary,base,delay,W4,sortino_zero_mar,4.186522007896041,5.142938668407598
A05__QQQM_SMH__primary,base,delay,W5,win_rate,1.0,0.42857142857142855
A05__QQQM_SMH__primary,base,delay,W5,sortino_zero_mar,-0.792904315179352,-1.0319034133241234
A05__QQQM_SMH__primary,base,delay,W6,sortino_zero_mar,1.3780348587764435,2.114341113745306
A05__QQQM_SMH__primary,stress,delay,W1,sortino_zero_mar,2.099352499452059,2.413744913776267
A05__QQQM_SMH__primary,stress,delay,W2,win_rate,1.0,0.6666666666666666
A05__QQQM_SMH__primary,stress,delay,W2,sortino_zero_mar,0.45160322273884396,1.0638623724225749
A05__QQQM_SMH__primary,stress,delay,W3,win_rate,1.0,0.25
A05__QQQM_SMH__primary,stress,delay,W3,sortino_zero_mar,-0.9958691926233932,-1.5424921179296476
A05__QQQM_SMH__primary,stress,delay,W4,sortino_zero_mar,4.1658676932168985,5.103923413410482
A05__QQQM_SMH__primary,stress,delay,W5,win_rate,1.0,0.42857142857142855
A05__QQQM_SMH__primary,stress,delay,W5,sortino_zero_mar,-0.8771059241090378,-1.1362703474490767
A05__QQQM_SMH__primary,stress,delay,W6,sortino_zero_mar,1.3603007562717673,2.0857938926834696
A05__QQQM_SMH__primary,severe,delay,W1,sortino_zero_mar,2.037095573106125,2.3124213823724538
A05__QQQM_SMH__primary,severe,delay,W2,win_rate,1.0,0.6666666666666666
A05__QQQM_SMH__primary,severe,delay,W2,sortino_zero_mar,0.4100760867695959,0.9615487785207342
A05__QQQM_SMH__primary,severe,delay,W3,win_rate,1.0,0.25
A05__QQQM_SMH__primary,severe,delay,W3,sortino_zero_mar,-1.0837010343622175,-1.663163121527711
A05__QQQM_SMH__primary,severe,delay,W4,sortino_zero_mar,4.131371741019695,5.044211741540696
A05__QQQM_SMH__primary,severe,delay,W5,win_rate,1.0,0.2857142857142857
A05__QQQM_SMH__primary,severe,delay,W5,sortino_zero_mar,-1.0034115005568767,-1.2913240621131115
A05__QQQM_SMH__primary,severe,delay,W6,sortino_zero_mar,1.3336328313372943,2.0430041437815314
A06__QQQM_SMH__primary,base,delay,W1,sortino_zero_mar,0.08997811834412756,0.37363494121013935
A06__QQQM_SMH__primary,base,delay,W2,win_rate,,0.0
A06__QQQM_SMH__primary,base,delay,W2,sortino_zero_mar,-0.23404063549487036,-1.5896341291899023
A06__QQQM_SMH__primary,base,delay,W3,win_rate,,0.0
A06__QQQM_SMH__primary,base,delay,W3,sortino_zero_mar,-0.7520351265371769,-2.491688142560743
A06__QQQM_SMH__primary,base,delay,W4,sortino_zero_mar,,18.762686630026565
A06__QQQM_SMH__primary,base,delay,W5,win_rate,,0.0
A06__QQQM_SMH__primary,base,delay,W5,sortino_zero_mar,-4.121678995024351,-2.0141223535490083
A06__QQQM_SMH__primary,stress,delay,W1,sortino_zero_mar,0.05338646041718989,0.202675335763678
A06__QQQM_SMH__primary,stress,delay,W2,win_rate,,0.0
A06__QQQM_SMH__primary,stress,delay,W2,sortino_zero_mar,-0.24746281759795916,-1.621009565040343
A06__QQQM_SMH__primary,stress,delay,W3,win_rate,,0.0
A06__QQQM_SMH__primary,stress,delay,W3,sortino_zero_mar,-0.9951895648501384,-2.858385120653776
A06__QQQM_SMH__primary,stress,delay,W4,sortino_zero_mar,,10.722320507704499
A06__QQQM_SMH__primary,stress,delay,W5,win_rate,,0.0
A06__QQQM_SMH__primary,stress,delay,W5,sortino_zero_mar,-4.4949581697444945,-2.014431153813792
A06__QQQM_SMH__primary,severe,delay,W1,win_rate,,0.0
A06__QQQM_SMH__primary,severe,delay,W1,sortino_zero_mar,-0.014486252557266214,-0.04749239051393626
A06__QQQM_SMH__primary,severe,delay,W2,win_rate,,0.0
A06__QQQM_SMH__primary,severe,delay,W2,sortino_zero_mar,-0.2676643380702592,-1.6623120997701109
A06__QQQM_SMH__primary,severe,delay,W3,win_rate,,0.0
A06__QQQM_SMH__primary,severe,delay,W3,sortino_zero_mar,-1.4458053420893076,-3.1497683709524993
A06__QQQM_SMH__primary,severe,delay,W4,win_rate,1.0,0.6666666666666666
A06__QQQM_SMH__primary,severe,delay,W4,sortino_zero_mar,,4.829867452595955
A06__QQQM_SMH__primary,severe,delay,W5,win_rate,,0.0
A06__QQQM_SMH__primary,severe,delay,W5,sortino_zero_mar,-5.060988830920796,-2.014775748563539
A07__QQQM_SMH__primary,base,delay,W1,win_rate,1.0,0.3333333333333333
A07__QQQM_SMH__primary,base,delay,W1,sortino_zero_mar,3.7664312627428833,4.065916127030529
A07__QQQM_SMH__primary,base,delay,W2,win_rate,1.0,0.3333333333333333
A07__QQQM_SMH__primary,base,delay,W2,sortino_zero_mar,0.030941209533271348,0.033876093513045595
A07__QQQM_SMH__primary,base,delay,W3,win_rate,1.0,0.1
A07__QQQM_SMH__primary,base,delay,W3,sortino_zero_mar,-1.7630140631151605,-2.0032327176631566
A07__QQQM_SMH__primary,base,delay,W4,sortino_zero_mar,3.5887773418875097,4.7126104103488275
A07__QQQM_SMH__primary,base,delay,W5,win_rate,1.0,0.5
A07__QQQM_SMH__primary,base,delay,W5,sortino_zero_mar,1.6054472381344078,1.6796913233850523
A07__QQQM_SMH__primary,base,delay,W6,win_rate,1.0,0.8333333333333334
A07__QQQM_SMH__primary,base,delay,W6,sortino_zero_mar,1.4149753327376098,1.5840869329916627
A07__QQQM_SMH__primary,stress,delay,W1,win_rate,1.0,0.3333333333333333
A07__QQQM_SMH__primary,stress,delay,W1,sortino_zero_mar,3.719314333295666,3.9872814945473
A07__QQQM_SMH__primary,stress,delay,W2,win_rate,1.0,0.3333333333333333
A07__QQQM_SMH__primary,stress,delay,W2,sortino_zero_mar,-0.01597094492534,-0.017461026700058693
A07__QQQM_SMH__primary,stress,delay,W3,win_rate,1.0,0.1
A07__QQQM_SMH__primary,stress,delay,W3,sortino_zero_mar,-1.8866213298933936,-2.126758116665711
A07__QQQM_SMH__primary,stress,delay,W4,sortino_zero_mar,3.549595346874183,4.665900403488505
A07__QQQM_SMH__primary,stress,delay,W5,win_rate,1.0,0.5
A07__QQQM_SMH__primary,stress,delay,W5,sortino_zero_mar,1.5738018910983027,1.6436845309393733
A07__QQQM_SMH__primary,stress,delay,W6,win_rate,1.0,0.6666666666666666
A07__QQQM_SMH__primary,stress,delay,W6,sortino_zero_mar,1.3772772546057228,1.5386453504991597
A07__QQQM_SMH__primary,severe,delay,W1,win_rate,1.0,0.3333333333333333
A07__QQQM_SMH__primary,severe,delay,W1,sortino_zero_mar,3.641919285501495,3.867929911367465
A07__QQQM_SMH__primary,severe,delay,W2,win_rate,1.0,0.3333333333333333
A07__QQQM_SMH__primary,severe,delay,W2,sortino_zero_mar,-0.08614853949569333,-0.09399053724265018
A07__QQQM_SMH__primary,severe,delay,W3,win_rate,1.0,0.1
A07__QQQM_SMH__primary,severe,delay,W3,sortino_zero_mar,-2.07572950006295,-2.308301496208135
A07__QQQM_SMH__primary,severe,delay,W4,sortino_zero_mar,3.4879263186378875,4.594954812117608
A07__QQQM_SMH__primary,severe,delay,W5,win_rate,1.0,0.5
A07__QQQM_SMH__primary,severe,delay,W5,sortino_zero_mar,1.5258694939728694,1.5897990609178132
A07__QQQM_SMH__primary,severe,delay,W6,win_rate,1.0,0.6666666666666666
A07__QQQM_SMH__primary,severe,delay,W6,sortino_zero_mar,1.3296565854312725,1.470477733130706
A08__QQQM_SMH__primary,base,delay,W1,win_rate,1.0,0.5
A08__QQQM_SMH__primary,base,delay,W1,sortino_zero_mar,2.546762821384593,3.167683919928048
A08__QQQM_SMH__primary,base,delay,W2,win_rate,1.0,0.45454545454545453
A08__QQQM_SMH__primary,base,delay,W2,sortino_zero_mar,-0.8966864377519496,-1.074228611005166
