candidate_id,cost_scenario,phase,window_id,metric,before,after
L07__TQQQ_SOXL__primary,severe,evaluation,W3,win_rate,,0.0
L07__TQQQ_SOXL__primary,severe,evaluation,W3,sortino_zero_mar,-1.4207416675465274,-2.8039173917307108
L07__TQQQ_SOXL__primary,severe,evaluation,W4,win_rate,1.0,0.25
L07__TQQQ_SOXL__primary,severe,evaluation,W4,sortino_zero_mar,0.16294879276637883,0.3024114073964633
L07__TQQQ_SOXL__primary,severe,evaluation,W5,win_rate,,0.0
L07__TQQQ_SOXL__primary,severe,evaluation,W5,sortino_zero_mar,-2.0260466829708905,-3.339389380883724
L07__TQQQ_SOXL__primary,severe,evaluation,W6,sortino_zero_mar,1.7121226739167594,7.634301418495828
L07__TQQQ_SOXL__primary,severe,delay,,win_rate,1.0,0.3181818181818182
L07__TQQQ_SOXL__primary,severe,delay,,sortino_zero_mar,0.18439497452038803,0.4181173762393132
L07__TQQQ_SOXL__primary,severe,stress,stress_2020,win_rate,1.0,0.5
L07__TQQQ_SOXL__primary,severe,stress,stress_2020,sortino_zero_mar,0.08948878206645484,0.1501146037218599
L07__TQQQ_SOXL__primary,severe,stress,stress_2022,win_rate,,0.0
L07__TQQQ_SOXL__primary,severe,stress,stress_2022,sortino_zero_mar,-0.028309805663370022,-0.10481775689638412
L08__TQQQ_SOXL__primary,base,continuous,,win_rate,1.0,0.7567567567567568
L08__TQQQ_SOXL__primary,base,continuous,,sortino_zero_mar,0.9850724776406404,1.1463359548550947
L08__TQQQ_SOXL__primary,base,evaluation,W1,win_rate,1.0,0.6153846153846154
L08__TQQQ_SOXL__primary,base,evaluation,W1,sortino_zero_mar,1.7136078223348676,1.9174292380328308
L08__TQQQ_SOXL__primary,base,evaluation,W2,win_rate,1.0,0.5
L08__TQQQ_SOXL__primary,base,evaluation,W2,sortino_zero_mar,-1.6628467216654021,-1.7886119455540042
L08__TQQQ_SOXL__primary,base,evaluation,W3,win_rate,1.0,0.8571428571428571
L08__TQQQ_SOXL__primary,base,evaluation,W3,sortino_zero_mar,0.27954558813191543,0.31386915407068067
L08__TQQQ_SOXL__primary,base,evaluation,W4,win_rate,1.0,0.8888888888888888
L08__TQQQ_SOXL__primary,base,evaluation,W4,sortino_zero_mar,2.000635778645259,3.0690156218203266
L08__TQQQ_SOXL__primary,base,evaluation,W5,win_rate,1.0,0.75
L08__TQQQ_SOXL__primary,base,evaluation,W5,sortino_zero_mar,1.137255251124656,1.3001292422858617
L08__TQQQ_SOXL__primary,base,evaluation,W6,win_rate,1.0,0.7647058823529411
L08__TQQQ_SOXL__primary,base,evaluation,W6,sortino_zero_mar,2.5813917784406404,2.7786035008106076
L08__TQQQ_SOXL__primary,base,delay,,win_rate,1.0,0.7101449275362319
L08__TQQQ_SOXL__primary,base,delay,,sortino_zero_mar,0.8601059588412436,1.0007047514788203
L08__TQQQ_SOXL__primary,base,stress,stress_2020,win_rate,1.0,0.6666666666666666
L08__TQQQ_SOXL__primary,base,stress,stress_2020,sortino_zero_mar,0.4607871087883881,0.5951316835786243
L08__TQQQ_SOXL__primary,base,stress,stress_2022,win_rate,1.0,0.125
L08__TQQQ_SOXL__primary,base,stress,stress_2022,sortino_zero_mar,-1.5248634390847409,-1.9715597127184719
L08__TQQQ_SOXL__primary,stress,continuous,,win_rate,1.0,0.7297297297297297
L08__TQQQ_SOXL__primary,stress,continuous,,sortino_zero_mar,0.9334331130788744,1.0832124130439569
L08__TQQQ_SOXL__primary,stress,evaluation,W1,win_rate,1.0,0.5384615384615384
L08__TQQQ_SOXL__primary,stress,evaluation,W1,sortino_zero_mar,1.625711402940076,1.813157866727529
L08__TQQQ_SOXL__primary,stress,evaluation,W2,win_rate,1.0,0.5
L08__TQQQ_SOXL__primary,stress,evaluation,W2,sortino_zero_mar,-1.7483437985261607,-1.8698115109393758
L08__TQQQ_SOXL__primary,stress,evaluation,W3,win_rate,1.0,0.8571428571428571
L08__TQQQ_SOXL__primary,stress,evaluation,W3,sortino_zero_mar,0.26053297136555426,0.2941626381775711
L08__TQQQ_SOXL__primary,stress,evaluation,W4,win_rate,1.0,0.8888888888888888
L08__TQQQ_SOXL__primary,stress,evaluation,W4,sortino_zero_mar,1.902670681989395,2.9167409744279693
L08__TQQQ_SOXL__primary,stress,evaluation,W5,win_rate,1.0,0.75
L08__TQQQ_SOXL__primary,stress,evaluation,W5,sortino_zero_mar,1.096320124326592,1.2517685641965286
L08__TQQQ_SOXL__primary,stress,evaluation,W6,win_rate,1.0,0.7647058823529411
L08__TQQQ_SOXL__primary,stress,evaluation,W6,sortino_zero_mar,2.5181040824898124,2.713941411983813
L08__TQQQ_SOXL__primary,stress,delay,,win_rate,1.0,0.7
L08__TQQQ_SOXL__primary,stress,delay,,sortino_zero_mar,0.8131798972018832,0.9367001321566735
L08__TQQQ_SOXL__primary,stress,stress,stress_2020,win_rate,1.0,0.6666666666666666
L08__TQQQ_SOXL__primary,stress,stress,stress_2020,sortino_zero_mar,0.4159896502903813,0.53694721358233
L08__TQQQ_SOXL__primary,stress,stress,stress_2022,win_rate,1.0,0.125
L08__TQQQ_SOXL__primary,stress,stress,stress_2022,sortino_zero_mar,-1.4169291541142883,-2.0038936478433738
L08__TQQQ_SOXL__primary,severe,continuous,,win_rate,1.0,0.7397260273972602
L08__TQQQ_SOXL__primary,severe,continuous,,sortino_zero_mar,0.8412560639233593,0.9790235777719818
L08__TQQQ_SOXL__primary,severe,evaluation,W1,win_rate,1.0,0.5833333333333334
L08__TQQQ_SOXL__primary,severe,evaluation,W1,sortino_zero_mar,1.4783193861167994,1.6404076039448197
L08__TQQQ_SOXL__primary,severe,evaluation,W2,win_rate,1.0,0.5
L08__TQQQ_SOXL__primary,severe,evaluation,W2,sortino_zero_mar,-1.8900692272042237,-2.002987620413005
L08__TQQQ_SOXL__primary,severe,evaluation,W3,win_rate,1.0,0.8571428571428571
L08__TQQQ_SOXL__primary,severe,evaluation,W3,sortino_zero_mar,0.23214477297422642,0.2600274599684359
L08__TQQQ_SOXL__primary,severe,evaluation,W4,win_rate,1.0,0.8888888888888888
L08__TQQQ_SOXL__primary,severe,evaluation,W4,sortino_zero_mar,1.7488812689291995,2.6660330010681315
L08__TQQQ_SOXL__primary,severe,evaluation,W5,win_rate,1.0,0.75
L08__TQQQ_SOXL__primary,severe,evaluation,W5,sortino_zero_mar,1.0320931549615073,1.1714138143790995
L08__TQQQ_SOXL__primary,severe,evaluation,W6,win_rate,1.0,0.7647058823529411
L08__TQQQ_SOXL__primary,severe,evaluation,W6,sortino_zero_mar,2.4245639696276062,2.6063628832236563
L08__TQQQ_SOXL__primary,severe,delay,,win_rate,1.0,0.7101449275362319
L08__TQQQ_SOXL__primary,severe,delay,,sortino_zero_mar,0.7189841949820598,0.831787828367172
L08__TQQQ_SOXL__primary,severe,stress,stress_2020,win_rate,1.0,0.6666666666666666
L08__TQQQ_SOXL__primary,severe,stress,stress_2020,sortino_zero_mar,0.34249428491612366,0.44069287021899844
L08__TQQQ_SOXL__primary,severe,stress,stress_2022,win_rate,1.0,0.125
L08__TQQQ_SOXL__primary,severe,stress,stress_2022,sortino_zero_mar,-1.167032207331415,-2.0567010196587923
L09__TQQQ_SOXL__primary,base,continuous,,win_rate,1.0,0.45901639344262296
L09__TQQQ_SOXL__primary,base,continuous,,sortino_zero_mar,0.8700391876352498,0.9716108923389127
L09__TQQQ_SOXL__primary,base,evaluation,W1,win_rate,1.0,0.3333333333333333
L09__TQQQ_SOXL__primary,base,evaluation,W1,sortino_zero_mar,3.254620439264534,3.227762830548786
L09__TQQQ_SOXL__primary,base,evaluation,W2,win_rate,1.0,0.5
L09__TQQQ_SOXL__primary,base,evaluation,W2,sortino_zero_mar,0.5911459070201335,0.6274136385252245
L09__TQQQ_SOXL__primary,base,evaluation,W3,win_rate,1.0,0.2631578947368421
L09__TQQQ_SOXL__primary,base,evaluation,W3,sortino_zero_mar,-1.2502921352569858,-1.3530526220974899
L09__TQQQ_SOXL__primary,base,evaluation,W4,sortino_zero_mar,3.780430692999669,5.017203336038492
L09__TQQQ_SOXL__primary,base,evaluation,W5,win_rate,1.0,0.3
L09__TQQQ_SOXL__primary,base,evaluation,W5,sortino_zero_mar,-0.5825139750588951,-0.6220816548063285
L09__TQQQ_SOXL__primary,base,evaluation,W6,win_rate,1.0,0.21428571428571427
L09__TQQQ_SOXL__primary,base,evaluation,W6,sortino_zero_mar,1.2026221164298363,1.3619212145581763
L09__TQQQ_SOXL__primary,base,delay,,win_rate,1.0,0.47540983606557374
L09__TQQQ_SOXL__primary,base,delay,,sortino_zero_mar,0.9073444064277575,1.0100034145901875
L09__TQQQ_SOXL__primary,base,stress,stress_2020,win_rate,1.0,0.6666666666666666
L09__TQQQ_SOXL__primary,base,stress,stress_2020,sortino_zero_mar,2.426094676261933,3.21897678536282
L09__TQQQ_SOXL__primary,base,stress,stress_2022,win_rate,1.0,0.25925925925925924
L09__TQQQ_SOXL__primary,base,stress,stress_2022,sortino_zero_mar,-1.5939838283616823,-2.7644318075191556
L09__TQQQ_SOXL__primary,stress,continuous,,win_rate,1.0,0.4426229508196721
L09__TQQQ_SOXL__primary,stress,continuous,,sortino_zero_mar,0.8269145639806017,0.9218156247228743
L09__TQQQ_SOXL__primary,stress,evaluation,W1,max_drawdown,0.15034560312744416,0.1506702821195549
L09__TQQQ_SOXL__primary,stress,evaluation,W1,win_rate,1.0,0.3333333333333333
L09__TQQQ_SOXL__primary,stress,evaluation,W1,sortino_zero_mar,3.2272201385786317,3.192724791583472
L09__TQQQ_SOXL__primary,stress,evaluation,W2,win_rate,1.0,0.5
L09__TQQQ_SOXL__primary,stress,evaluation,W2,sortino_zero_mar,0.5561309419773162,0.5894982449857401
L09__TQQQ_SOXL__primary,stress,evaluation,W3,win_rate,1.0,0.21052631578947367
L09__TQQQ_SOXL__primary,stress,evaluation,W3,sortino_zero_mar,-1.314326143809354,-1.4191882124769941
L09__TQQQ_SOXL__primary,stress,evaluation,W4,sortino_zero_mar,3.771712435218084,4.997149627316825
L09__TQQQ_SOXL__primary,stress,evaluation,W5,win_rate,1.0,0.3
L09__TQQQ_SOXL__primary,stress,evaluation,W5,sortino_zero_mar,-0.6267404419493805,-0.6680316841928396
L09__TQQQ_SOXL__primary,stress,evaluation,W6,win_rate,1.0,0.21428571428571427
L09__TQQQ_SOXL__primary,stress,evaluation,W6,sortino_zero_mar,1.1390665350684868,1.2854887471235494
L09__TQQQ_SOXL__primary,stress,delay,,win_rate,1.0,0.47540983606557374
L09__TQQQ_SOXL__primary,stress,delay,,sortino_zero_mar,0.8650146772706189,0.960515621701724
L09__TQQQ_SOXL__primary,stress,stress,stress_2020,win_rate,1.0,0.6666666666666666
L09__TQQQ_SOXL__primary,stress,stress,stress_2020,sortino_zero_mar,2.42509846499508,3.1845883744774044
L09__TQQQ_SOXL__primary,stress,stress,stress_2022,win_rate,1.0,0.25925925925925924
L09__TQQQ_SOXL__primary,stress,stress,stress_2022,sortino_zero_mar,-1.6493611213789492,-2.8459442890244815
L09__TQQQ_SOXL__primary,severe,continuous,,win_rate,1.0,0.4262295081967213
L09__TQQQ_SOXL__primary,severe,continuous,,sortino_zero_mar,0.7555803355475845,0.8395966991219046
L09__TQQQ_SOXL__primary,severe,evaluation,W1,max_drawdown,0.15044525812753107,0.1542311709297799
L09__TQQQ_SOXL__primary,severe,evaluation,W1,win_rate,1.0,0.16666666666666666
L09__TQQQ_SOXL__primary,severe,evaluation,W1,sortino_zero_mar,3.1804927900734565,3.1341281599254764
L09__TQQQ_SOXL__primary,severe,evaluation,W2,win_rate,1.0,0.5
L09__TQQQ_SOXL__primary,severe,evaluation,W2,sortino_zero_mar,0.4978089468681016,0.5265826833781184
L09__TQQQ_SOXL__primary,severe,evaluation,W3,win_rate,1.0,0.21052631578947367
L09__TQQQ_SOXL__primary,severe,evaluation,W3,sortino_zero_mar,-1.4186561998630052,-1.5276758562144623
L09__TQQQ_SOXL__primary,severe,evaluation,W4,sortino_zero_mar,3.7568426104517303,4.9636290232954545
L09__TQQQ_SOXL__primary,severe,evaluation,W5,win_rate,1.0,0.3
L09__TQQQ_SOXL__primary,severe,evaluation,W5,sortino_zero_mar,-0.6998641418531945,-0.7436709418512835
L09__TQQQ_SOXL__primary,severe,evaluation,W6,win_rate,1.0,0.21428571428571427
L09__TQQQ_SOXL__primary,severe,evaluation,W6,sortino_zero_mar,1.0329616535951995,1.1591516518183074
L09__TQQQ_SOXL__primary,severe,delay,,win_rate,1.0,0.47540983606557374
L09__TQQQ_SOXL__primary,severe,delay,,sortino_zero_mar,0.7935949153692442,0.8787078042908614
L09__TQQQ_SOXL__primary,severe,stress,stress_2020,win_rate,1.0,0.6
L09__TQQQ_SOXL__primary,severe,stress,stress_2020,sortino_zero_mar,2.3611567263956363,3.126003051239069
L09__TQQQ_SOXL__primary,severe,stress,stress_2022,win_rate,1.0,0.2222222222222222
L09__TQQQ_SOXL__primary,severe,stress,stress_2022,sortino_zero_mar,-2.1857569945896653,-2.9791002978044685
L10__TQQQ_SOXL__primary,base,continuous,,win_rate,1.0,0.7520661157024794
L10__TQQQ_SOXL__primary,base,continuous,,sortino_zero_mar,1.2723071474298946,1.4394075431181164
L10__TQQQ_SOXL__primary,base,evaluation,W1,win_rate,1.0,0.75
L10__TQQQ_SOXL__primary,base,evaluation,W1,sortino_zero_mar,2.276105360204087,2.468425150358336
L10__TQQQ_SOXL__primary,base,evaluation,W2,win_rate,1.0,0.6521739130434783
L10__TQQQ_SOXL__primary,base,evaluation,W2,sortino_zero_mar,-0.5574542737285885,-0.5922361540126193
L10__TQQQ_SOXL__primary,base,evaluation,W3,win_rate,1.0,0.8
L10__TQQQ_SOXL__primary,base,evaluation,W3,sortino_zero_mar,0.072309636705061,0.0788288535482264
L10__TQQQ_SOXL__primary,base,evaluation,W4,win_rate,1.0,0.9090909090909091
L10__TQQQ_SOXL__primary,base,evaluation,W4,sortino_zero_mar,2.3765245183425066,3.6300947751141175
L10__TQQQ_SOXL__primary,base,evaluation,W5,win_rate,1.0,0.7037037037037037
L10__TQQQ_SOXL__primary,base,evaluation,W5,sortino_zero_mar,1.5987906316009421,1.7029037962968117
L10__TQQQ_SOXL__primary,base,evaluation,W6,win_rate,1.0,0.6956521739130435
L10__TQQQ_SOXL__primary,base,evaluation,W6,sortino_zero_mar,3.1921138698794773,3.4386046554678336
L10__TQQQ_SOXL__primary,base,delay,,win_rate,1.0,0.775
L10__TQQQ_SOXL__primary,base,delay,,sortino_zero_mar,1.3524415440446755,1.5524872978065778
L10__TQQQ_SOXL__primary,base,stress,stress_2020,win_rate,1.0,0.7058823529411765
L10__TQQQ_SOXL__primary,base,stress,stress_2020,sortino_zero_mar,0.7369219502799234,0.9328999212469529
L10__TQQQ_SOXL__primary,base,stress,stress_2022,win_rate,1.0,0.14285714285714285
L10__TQQQ_SOXL__primary,base,stress,stress_2022,sortino_zero_mar,-0.7409100225166452,-1.8391616907036112
L10__TQQQ_SOXL__primary,stress,continuous,,win_rate,1.0,0.7520661157024794
L10__TQQQ_SOXL__primary,stress,continuous,,sortino_zero_mar,1.221919244958969,1.3797218426863245
L10__TQQQ_SOXL__primary,stress,evaluation,W1,win_rate,1.0,0.75
L10__TQQQ_SOXL__primary,stress,evaluation,W1,sortino_zero_mar,2.1718963005361602,2.3321699939957385
L10__TQQQ_SOXL__primary,stress,evaluation,W2,win_rate,1.0,0.6521739130434783
L10__TQQQ_SOXL__primary,stress,evaluation,W2,sortino_zero_mar,-0.6057570846661374,-0.6397605527437488
L10__TQQQ_SOXL__primary,stress,evaluation,W3,win_rate,1.0,0.8
L10__TQQQ_SOXL__primary,stress,evaluation,W3,sortino_zero_mar,0.016318356910335948,0.01775608184946256
L10__TQQQ_SOXL__primary,stress,evaluation,W4,win_rate,1.0,0.9090909090909091
L10__TQQQ_SOXL__primary,stress,evaluation,W4,sortino_zero_mar,2.339125851318878,3.562252545580056
L10__TQQQ_SOXL__primary,stress,evaluation,W5,win_rate,1.0,0.7037037037037037
L10__TQQQ_SOXL__primary,stress,evaluation,W5,sortino_zero_mar,1.55840971912672,1.6570458243741277
L10__TQQQ_SOXL__primary,stress,evaluation,W6,win_rate,1.0,0.6956521739130435
L10__TQQQ_SOXL__primary,stress,evaluation,W6,sortino_zero_mar,3.1646220461300985,3.381392980962468
L10__TQQQ_SOXL__primary,stress,delay,,win_rate,1.0,0.7583333333333333
L10__TQQQ_SOXL__primary,stress,delay,,sortino_zero_mar,1.30818081233801,1.4927876473546664
L10__TQQQ_SOXL__primary,stress,stress,stress_2020,win_rate,1.0,0.7058823529411765
L10__TQQQ_SOXL__primary,stress,stress,stress_2020,sortino_zero_mar,0.6637148854866218,0.8727256507097568
L10__TQQQ_SOXL__primary,stress,stress,stress_2022,win_rate,1.0,0.14285714285714285
L10__TQQQ_SOXL__primary,stress,stress,stress_2022,sortino_zero_mar,-0.7582555182633699,-1.8631086023771743
L10__TQQQ_SOXL__primary,severe,continuous,,win_rate,1.0,0.7333333333333333
L10__TQQQ_SOXL__primary,severe,continuous,,sortino_zero_mar,1.1390692734000336,1.2799788569281407
L10__TQQQ_SOXL__primary,severe,evaluation,W1,max_drawdown,0.0963535940636433,0.09644656880740465
L10__TQQQ_SOXL__primary,severe,evaluation,W1,win_rate,1.0,0.7
L10__TQQQ_SOXL__primary,severe,evaluation,W1,sortino_zero_mar,1.9626339083406747,2.106840896402251
L10__TQQQ_SOXL__primary,severe,evaluation,W2,win_rate,1.0,0.6521739130434783
L10__TQQQ_SOXL__primary,severe,evaluation,W2,sortino_zero_mar,-0.6786774061580737,-0.7186534668358808
L10__TQQQ_SOXL__primary,severe,evaluation,W3,win_rate,1.0,0.8
L10__TQQQ_SOXL__primary,severe,evaluation,W3,sortino_zero_mar,-0.07692261995079622,-0.08355356042870073
L10__TQQQ_SOXL__primary,severe,evaluation,W4,win_rate,1.0,0.8181818181818182
L10__TQQQ_SOXL__primary,severe,evaluation,W4,sortino_zero_mar,2.276139048821969,3.4493269523149515
L10__TQQQ_SOXL__primary,severe,evaluation,W5,win_rate,1.0,0.7037037037037037
L10__TQQQ_SOXL__primary,severe,evaluation,W5,sortino_zero_mar,1.490828693599861,1.5807433847726304
L10__TQQQ_SOXL__primary,severe,evaluation,W6,win_rate,1.0,0.6956521739130435
L10__TQQQ_SOXL__primary,severe,evaluation,W6,sortino_zero_mar,3.068359477162713,3.285959574318916
L10__TQQQ_SOXL__primary,severe,delay,,win_rate,1.0,0.7394957983193278
L10__TQQQ_SOXL__primary,severe,delay,,sortino_zero_mar,1.2249143620659353,1.3939014460590449
L10__TQQQ_SOXL__primary,severe,stress,stress_2020,win_rate,1.0,0.6764705882352942
L10__TQQQ_SOXL__primary,severe,stress,stress_2020,sortino_zero_mar,0.5908613135858297,0.7748984616732948
L10__TQQQ_SOXL__primary,severe,stress,stress_2022,win_rate,1.0,0.14285714285714285
L10__TQQQ_SOXL__primary,severe,stress,stress_2022,sortino_zero_mar,-0.7531654370564898,-1.9024444525329343
BENCH__TQQQ_SOXL_STATIC50,base,continuous,,sortino_zero_mar,1.4074666016701227,1.5161814833217255
BENCH__TQQQ_SOXL_STATIC50,base,evaluation,W1,sortino_zero_mar,3.779302647022083,3.551665001194646
BENCH__TQQQ_SOXL_STATIC50,base,evaluation,W2,sortino_zero_mar,0.3592538892990994,0.3767755082256762
BENCH__TQQQ_SOXL_STATIC50,base,evaluation,W3,sortino_zero_mar,-0.7687856055525533,-0.7590682545975889
BENCH__TQQQ_SOXL_STATIC50,base,evaluation,W4,sortino_zero_mar,1.9532522753049102,2.476854592142159
BENCH__TQQQ_SOXL_STATIC50,base,evaluation,W5,sortino_zero_mar,1.3336232607358312,1.3599553643306743
BENCH__TQQQ_SOXL_STATIC50,base,evaluation,W6,sortino_zero_mar,2.623381665241318,2.5895316935909642
BENCH__TQQQ_SOXL_STATIC50,stress,continuous,,sortino_zero_mar,1.4074507227663586,1.5159282518419765
BENCH__TQQQ_SOXL_STATIC50,stress,evaluation,W1,sortino_zero_mar,3.776401386375184,3.5441287150755145
BENCH__TQQQ_SOXL_STATIC50,stress,evaluation,W2,sortino_zero_mar,0.3552940727676752,0.37261379950232904
BENCH__TQQQ_SOXL_STATIC50,stress,evaluation,W3,sortino_zero_mar,-0.7739288974363845,-0.7641530005746634
BENCH__TQQQ_SOXL_STATIC50,stress,evaluation,W4,sortino_zero_mar,1.9495419603532094,2.47241178939862
BENCH__TQQQ_SOXL_STATIC50,stress,evaluation,W5,sortino_zero_mar,1.3301560220803677,1.3554496174685797
BENCH__TQQQ_SOXL_STATIC50,stress,evaluation,W6,sortino_zero_mar,2.621537421247175,2.5874068991603307
BENCH__TQQQ_SOXL_STATIC50,severe,continuous,,sortino_zero_mar,1.407415678883041,1.5155047972968267
BENCH__TQQQ_SOXL_STATIC50,severe,evaluation,W1,sortino_zero_mar,3.77095072283707,3.531401253101509
BENCH__TQQQ_SOXL_STATIC50,severe,evaluation,W2,sortino_zero_mar,0.34872682577116415,0.36571207658806854
BENCH__TQQQ_SOXL_STATIC50,severe,evaluation,W3,sortino_zero_mar,-0.7824601431421793,-0.7725875125266609
BENCH__TQQQ_SOXL_STATIC50,severe,evaluation,W4,sortino_zero_mar,1.9433988505881978,2.4650583086290894
BENCH__TQQQ_SOXL_STATIC50,severe,evaluation,W5,sortino_zero_mar,1.3243108161855517,1.3479326906650684
BENCH__TQQQ_SOXL_STATIC50,severe,evaluation,W6,sortino_zero_mar,2.61847780810723,2.583879947686747
BENCH__TQQQ_SOXL_STATIC33CASH,base,continuous,,sortino_zero_mar,1.2436315050172326,1.3693683114640247
BENCH__TQQQ_SOXL_STATIC33CASH,base,evaluation,W1,sortino_zero_mar,3.6246825066541133,3.430515126885191
BENCH__TQQQ_SOXL_STATIC33CASH,base,evaluation,W2,sortino_zero_mar,0.19064075154427126,0.20134929005009453
BENCH__TQQQ_SOXL_STATIC33CASH,base,evaluation,W3,sortino_zero_mar,-0.8632509415352742,-0.8517895750862263
BENCH__TQQQ_SOXL_STATIC33CASH,base,evaluation,W4,sortino_zero_mar,1.9451236146925073,2.407791866968282
BENCH__TQQQ_SOXL_STATIC33CASH,base,evaluation,W5,sortino_zero_mar,1.1415859896084934,1.164625814964731
BENCH__TQQQ_SOXL_STATIC33CASH,base,evaluation,W6,sortino_zero_mar,2.1621279230572013,2.206769845052845
BENCH__TQQQ_SOXL_STATIC33CASH,stress,continuous,,sortino_zero_mar,1.2435283710102722,1.369050873855248
BENCH__TQQQ_SOXL_STATIC33CASH,stress,evaluation,W1,sortino_zero_mar,3.621986307626129,3.42355720712536
BENCH__TQQQ_SOXL_STATIC33CASH,stress,evaluation,W2,sortino_zero_mar,0.18647705414018284,0.19694823444267925
BENCH__TQQQ_SOXL_STATIC33CASH,stress,evaluation,W3,sortino_zero_mar,-0.8686666572276507,-0.8571325215443238
BENCH__TQQQ_SOXL_STATIC33CASH,stress,evaluation,W4,sortino_zero_mar,1.9407644570000033,2.40251220521929
BENCH__TQQQ_SOXL_STATIC33CASH,stress,evaluation,W5,sortino_zero_mar,1.1378904474658802,1.1600774070915991
BENCH__TQQQ_SOXL_STATIC33CASH,stress,evaluation,W6,sortino_zero_mar,2.1604066564883375,2.204831540451696
BENCH__TQQQ_SOXL_STATIC33CASH,severe,continuous,,sortino_zero_mar,1.2433514701599955,1.3685201854839077
BENCH__TQQQ_SOXL_STATIC33CASH,severe,evaluation,W1,sortino_zero_mar,3.61699561533911,3.411814291453527
BENCH__TQQQ_SOXL_STATIC33CASH,severe,evaluation,W2,sortino_zero_mar,0.179556536703518,0.1896335223295406
BENCH__TQQQ_SOXL_STATIC33CASH,severe,evaluation,W3,sortino_zero_mar,-0.8776674603146561,-0.8660123682487993
BENCH__TQQQ_SOXL_STATIC33CASH,severe,evaluation,W4,sortino_zero_mar,1.9335207449031246,2.3937387994116563
BENCH__TQQQ_SOXL_STATIC33CASH,severe,evaluation,W5,sortino_zero_mar,1.1316761426416928,1.1524871293361836
BENCH__TQQQ_SOXL_STATIC33CASH,severe,evaluation,W6,sortino_zero_mar,2.157545342611227,2.201608891432626
L01__TQQQ_SOXL__primary,base,delay,W1,sortino_zero_mar,1.322589979773516,2.42886810492674
L01__TQQQ_SOXL__primary,base,delay,W2,win_rate,,0.0
L01__TQQQ_SOXL__primary,base,delay,W2,sortino_zero_mar,0.37815200491159695,0.4176445420586923
L01__TQQQ_SOXL__primary,base,delay,W3,win_rate,,0.0
L01__TQQQ_SOXL__primary,base,delay,W3,sortino_zero_mar,0.10437791945654878,0.12978125931638776
L01__TQQQ_SOXL__primary,base,delay,W4,sortino_zero_mar,1.9178789025202183,2.736321357632963
L01__TQQQ_SOXL__primary,base,delay,W5,sortino_zero_mar,1.5420162262205148,1.6021146615001578
L01__TQQQ_SOXL__primary,base,delay,W6,sortino_zero_mar,2.280919299236325,2.4247315831408165
L01__TQQQ_SOXL__primary,stress,delay,W1,sortino_zero_mar,1.2730115062004876,2.341302530091767
L01__TQQQ_SOXL__primary,stress,delay,W2,win_rate,,0.0
L01__TQQQ_SOXL__primary,stress,delay,W2,sortino_zero_mar,0.36719434840695403,0.4056067990511506
L01__TQQQ_SOXL__primary,stress,delay,W3,win_rate,,0.0
L01__TQQQ_SOXL__primary,stress,delay,W3,sortino_zero_mar,0.0903028886538954,0.11217170550366891
L01__TQQQ_SOXL__primary,stress,delay,W4,sortino_zero_mar,1.8992125144838452,2.7032851821795534
L01__TQQQ_SOXL__primary,stress,delay,W5,sortino_zero_mar,1.539605328361849,1.5988843066480074
L01__TQQQ_SOXL__primary,stress,delay,W6,sortino_zero_mar,2.2784602117713053,2.420301138414334
L01__TQQQ_SOXL__primary,severe,delay,W1,sortino_zero_mar,1.1907738316166605,2.195728226486883
L01__TQQQ_SOXL__primary,severe,delay,W2,win_rate,,0.0
L01__TQQQ_SOXL__primary,severe,delay,W2,sortino_zero_mar,0.3489984232843385,0.38561586046068985
L01__TQQQ_SOXL__primary,severe,delay,W3,win_rate,,0.0
L01__TQQQ_SOXL__primary,severe,delay,W3,sortino_zero_mar,0.06683847297866966,0.08289819106279021
L01__TQQQ_SOXL__primary,severe,delay,W4,sortino_zero_mar,1.8729004941511378,2.647684521969291
L01__TQQQ_SOXL__primary,severe,delay,W5,sortino_zero_mar,1.535547022246968,1.5935054385467153
L01__TQQQ_SOXL__primary,severe,delay,W6,sortino_zero_mar,2.2743054598723274,2.4129023308052173
L02__TQQQ_SOXL__primary,base,delay,W1,win_rate,1.0,0.8181818181818182
L02__TQQQ_SOXL__primary,base,delay,W1,sortino_zero_mar,1.6027314503184442,1.766136602446502
L02__TQQQ_SOXL__primary,base,delay,W2,win_rate,1.0,0.6153846153846154
L02__TQQQ_SOXL__primary,base,delay,W2,sortino_zero_mar,-0.8602578281987616,-0.922234506494262
L02__TQQQ_SOXL__primary,base,delay,W3,win_rate,1.0,0.7777777777777778
L02__TQQQ_SOXL__primary,base,delay,W3,sortino_zero_mar,-0.11233416307376999,-0.1265898868230462
L02__TQQQ_SOXL__primary,base,delay,W4,sortino_zero_mar,2.000154100497105,3.090511196586469
L02__TQQQ_SOXL__primary,base,delay,W5,sortino_zero_mar,1.7401106535583164,1.9142342935575953
L02__TQQQ_SOXL__primary,base,delay,W6,win_rate,1.0,0.9333333333333333
L02__TQQQ_SOXL__primary,base,delay,W6,sortino_zero_mar,2.9187212494871524,3.1467234148647667
L02__TQQQ_SOXL__primary,stress,delay,W1,win_rate,1.0,0.8181818181818182
L02__TQQQ_SOXL__primary,stress,delay,W1,sortino_zero_mar,1.5294780897465412,1.6710497864688394
L02__TQQQ_SOXL__primary,stress,delay,W2,win_rate,1.0,0.6153846153846154
