status,start_date,end_date,starting_equity,ending_equity,net_pnl,daily_profit_sum,equity_reconciliation_error,net_return,cagr,max_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,annualized_volatility,sharpe_zero_rf,sortino_zero_mar,calmar,turnover,trading_costs,adverse_execution_costs,explicit_fees,dividend_income,realized_pnl,unrealized_pnl,buy_count,sell_count,completed_round_trips,win_rate,payoff_ratio,profit_factor,average_holding_days,median_holding_days,profitable_days,losing_days,best_day,worst_day,average_invested_exposure,average_cash_allocation,average_approx_3x_invested_exposure,best_month,worst_month,monthly_returns,calendar_year_returns,minimum_equity,maximum_equity,risk_definition,candidate_id,track_id,pair_id,strategy_id,variant,cost_scenario,execution_delay_sessions,protocol_hash,phase,window_id,benchmark,artifact_path
OK,2023-09-19,2024-03-18,1000.0,1109.826155473785,109.8261554737851,109.8261554737851,0.0,0.10982615547378516,0.2340208579025731,0.0851615817776119,2023-12-27,2024-01-04,55,0.15557704874760128,1.4282560120940673,1.174187172119677,2.7479627904714983,2092.35175816653,2.102435891829844,2.0924358918298442,0.01,5.155267515615,96.19649692640027,8.47439103177,2,1,1,1.0,,,30.0,30.0,39,33,0.041481664926731776,-0.050083825590479525,0.16592984294183494,0.834070157058165,0.4977895288255048,0.18389260306966548,-0.06725490476875162,"{'2023-09': 0.0, '2023-10': 0.0, '2023-11': 0.0, '2023-12': 0.18389260306966548, '2024-01': -0.06725490476875162, '2024-02': 0.005176085271465514, '2024-03': -0.00014383886523983147}","{'2023': 0.18389260306966548, '2024': -0.06256179606480894}",990.0120974540503,1203.2727008696652,daily_mark_to_market_equity,L01__TQQQ_SOXL__long_105,b,TQQQ_SOXL,L01,long_105,base,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,sensitivity_evaluation,W1,False,L01__TQQQ_SOXL__long_105/base/W1
OK,2024-03-19,2024-09-18,1000.0,672.9238702417701,-327.07612975822985,-327.07612975822985,0.0,-0.32707612975822986,-0.5464377241933758,0.5512547969605779,2024-07-10,2024-08-07,49,0.8839319768545169,-0.43245215519491415,-0.4559850620273538,-0.9912616220416371,1662.7124322203697,1.6723703498899205,1.6623703498899205,0.01,3.22857080166,-331.5161331786899,1.2114326188000033,2,1,1,,,,122.0,122.0,66,50,0.18912062150746412,-0.20886829724592326,0.6678240655740714,0.33217593442592863,2.003472196722214,0.2697093869023597,-0.3064418528525732,"{'2024-03': 0.0, '2024-04': -0.1662420181489297, '2024-05': 0.2697093869023597, '2024-06': 0.141193012701609, '2024-07': -0.19615009628480373, '2024-08': -0.3064418528525732, '2024-09': -0.0009099048316909553}",{'2024': -0.32707612975822986},670.3761180017701,1493.8903267627304,daily_mark_to_market_equity,L01__TQQQ_SOXL__long_105,b,TQQQ_SOXL,L01,long_105,base,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,sensitivity_evaluation,W2,False,L01__TQQQ_SOXL__long_105/base/W2
OK,2024-09-19,2025-03-18,1000.0,975.5484789939421,-24.451521006057874,-24.451521006057874,0.0,-0.024451521006057853,-0.04899207237362846,0.25895147526437146,2024-12-16,2025-03-04,61,0.4557840634635708,0.11803951204035468,0.1276920404616811,-0.18919402688712608,1953.67859447736,1.963652246799928,1.953652246799928,0.01,3.8598086007420003,-28.311329606799866,0.0,1,1,1,,,,120.0,120.0,42,39,0.0804534770162677,-0.10735529645074182,0.6441222793073381,0.3558777206926619,1.9323668379220138,0.12864617853791982,-0.09325870029156791,"{'2024-09': 0.0, '2024-10': 0.0, '2024-11': 0.12864617853791982, '2024-12': -0.006017280037271422, '2025-01': 0.044847917975588514, '2025-02': -0.09325870029156791, '2025-03': -0.08214151410295878}","{'2024': 0.12185479841866154, '2025': -0.13041466652453515}",975.5484789939421,1316.4434533379203,daily_mark_to_market_equity,L01__TQQQ_SOXL__long_105,b,TQQQ_SOXL,L01,long_105,base,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,sensitivity_evaluation,W3,False,L01__TQQQ_SOXL__long_105/base/W3
OK,2025-03-19,2025-09-18,1000.0,1125.3887240870558,125.38872408705583,125.38872408705583,0.0,0.12538872408705592,0.2658867740712272,0.04606365108386745,2025-06-10,2025-06-20,9,0.14969011907216948,1.6403393011193637,1.527872950109878,5.772160213421442,2111.92694734533,2.1220349624499946,2.112034962449995,0.01,3.0119534595059996,117.91505321107984,4.461717416470002,2,1,1,1.0,,,29.0,29.0,45,30,0.045120909054843894,-0.03746245972384277,0.16113594626203168,0.8388640537379684,0.4834078387860949,0.15708883614414582,-0.031063767028352895,"{'2025-03': 0.0, '2025-04': 0.0, '2025-05': 0.0, '2025-06': 0.15708883614414582, '2025-07': -0.031063767028352895, '2025-08': 0.00046327909582921656, '2025-09': 0.0033200855796988726}",{'2025': 0.1253887240870557},1000.0,1157.088836144146,daily_mark_to_market_equity,L01__TQQQ_SOXL__long_105,b,TQQQ_SOXL,L01,long_105,base,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,sensitivity_evaluation,W4,False,L01__TQQQ_SOXL__long_105/base/W4
OK,2025-09-19,2026-03-18,1000.0,1381.6947956440804,381.6947956440804,381.6947956440804,0.0,0.3816947956440804,0.9271680946999654,0.3733820890314826,2025-10-29,2025-11-20,29,1.027995645702792,1.1595768557792026,1.5721165664487577,2.483161677907343,990.9899758959199,0.9899999759198955,0.9899999759198955,0.0,0.0,0.0,381.69479564408016,1,0,0,,,,,,64,50,0.15856855113873713,-0.18852165452753122,0.9205797567419262,0.07942024325807384,2.7617392702257786,0.46620732634273465,-0.13861479175601543,"{'2025-09': 0.0, '2025-10': 0.22313217116408013, '2025-11': -0.13545356580909929, '2025-12': 0.018503132033601544, '2026-01': 0.46620732634273465, '2026-02': 0.015769678677987065, '2026-03': -0.13861479175601543}","{'2025': 0.07702077841407973, '2026': 0.2828859232211227}",791.9129824740801,1835.02127332408,daily_mark_to_market_equity,L01__TQQQ_SOXL__long_105,b,TQQQ_SOXL,L01,long_105,base,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,sensitivity_evaluation,W5,False,L01__TQQQ_SOXL__long_105/base/W5
OK,2026-03-19,2026-09-18,1000.0,2252.84591139632,1252.84591139632,1252.84591139632,0.0,1.25284591139632,4.058448764052138,0.69318555872586,2026-06-22,2026-07-29,62,1.5144100714569015,1.8323241604451146,2.58341810629582,5.8547797382160525,3234.83583167668,3.246091923679972,3.236091923679972,0.01,0.0,1252.84591139632,0.0,1,1,1,1.0,,,153.0,153.0,65,40,0.24597119527357236,-0.30465280263504524,0.8242604302162072,0.1757395697837928,2.4727812906486215,1.7382804467998194,-0.5689756237363679,"{'2026-03': 0.0, '2026-04': 1.7382804467998194, '2026-05': 0.764212053782005, '2026-06': 0.18851286646469934, '2026-07': -0.5689756237363679, '2026-08': -0.016762319817454907, '2026-09': -0.07415444741293897}",{'2026': 1.2528459113963204},1000.0,6473.671091169819,daily_mark_to_market_equity,L01__TQQQ_SOXL__long_105,b,TQQQ_SOXL,L01,long_105,base,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,sensitivity_evaluation,W6,False,L01__TQQQ_SOXL__long_105/base/W6
OK,2023-09-19,2024-03-18,1000.0,1105.78998717239,105.78998717239006,105.78998717239006,0.0,0.10578998717238997,0.2249813696935823,0.08659219343609326,2023-12-27,2024-01-04,55,0.1561578716772902,1.376451634883685,1.1421227402220016,2.59817150676086,2090.719306894975,5.237333493224856,5.227333493224856,0.01,5.155267515615,93.07906976600026,7.555649890775001,2,1,1,1.0,,,30.0,30.0,38,34,0.041543980135209546,-0.050146726472124814,0.16536764008420754,0.8346323599157924,0.49610292025262265,0.18240760307573978,-0.06899805932499903,"{'2023-09': 0.0, '2023-10': 0.0, '2023-11': 0.0, '2023-12': 0.18240760307573978, '2024-01': -0.06899805932499903, '2024-02': 0.004640998372939409, '2024-03': -0.00012903796109220433}","{'2023': 0.18240760307573978, '2024': -0.06479797296976775}",988.5270974601252,1201.78770087574,daily_mark_to_market_equity,L01__TQQQ_SOXL__long_105,b,TQQQ_SOXL,L01,long_105,stress,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,sensitivity_evaluation,W1,False,L01__TQQQ_SOXL__long_105/stress/W1
OK,2024-03-19,2024-09-18,1000.0,670.2839779194352,-329.7160220805648,-329.7160220805648,0.0,-0.32971602208056483,-0.5499821600716914,0.552367775765165,2024-07-10,2024-08-07,49,0.8856092281216408,-0.43863897441327443,-0.46370141482116506,-0.9956811099449656,1661.7222057134247,4.162176872224881,4.1521768722248815,0.01,3.22857080166,-333.99134919172485,1.0467563095000014,2,1,1,,,,122.0,122.0,65,51,0.18946513263912035,-0.20918817584336313,0.6681884014995746,0.3318115985004254,2.004565204498723,0.2701906213625058,-0.30817972915053293,"{'2024-03': 0.0, '2024-04': -0.1677270181473246, '2024-05': 0.2701906213625058, '2024-06': 0.14139135025889904, '2024-07': -0.19639150097504687, '2024-08': -0.30817972915053293, '2024-09': -0.0008015330290361833}",{'2024': -0.3297160220805644},668.0487158794351,1492.4053267643353,daily_mark_to_market_equity,L01__TQQQ_SOXL__long_105,b,TQQQ_SOXL,L01,long_105,stress,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,sensitivity_evaluation,W2,False,L01__TQQQ_SOXL__long_105/stress/W2
OK,2024-09-19,2025-03-18,1000.0,972.6180006237422,-27.381999376257795,-27.381999376257795,0.0,-0.02738199937625785,-0.05477995480711961,0.26034317045321465,2024-12-16,2025-03-04,61,0.4565518582351068,0.1051136957237971,0.11393632962167849,-0.21041441076313513,1953.7181159934003,4.89413061699982,4.88413061699982,0.01,3.8598086007420003,-31.24180797699976,0.0,1,1,1,,,,120.0,120.0,42,39,0.08056949777933498,-0.10747817119089897,0.6449472432188686,0.35505275678113135,1.9348417296566063,0.12716117859480014,-0.09337699807668887,"{'2024-09': 0.0, '2024-10': 0.0, '2024-11': 0.12716117859480014, '2024-12': -0.006025207617356698, '2025-01': 0.04490736188038924, '2025-02': -0.09337699807668887, '2025-03': -0.08361834291103498}","{'2024': 0.12036979847554208, '2025': -0.1318777050692026}",972.6180006237422,1314.9584533948002,daily_mark_to_market_equity,L01__TQQQ_SOXL__long_105,b,TQQQ_SOXL,L01,long_105,stress,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,sensitivity_evaluation,W3,False,L01__TQQQ_SOXL__long_105/stress/W3
OK,2025-03-19,2025-09-18,1000.0,1121.6659468038558,121.66594680385583,121.66594680385583,0.0,0.1216659468038559,0.2575426160053653,0.04612844379386216,2025-06-10,2025-06-20,9,0.1496750692664111,1.5965256502100962,1.481783864844556,5.583162899582446,2110.26192436785,5.286339275649992,5.276339275649992,0.01,3.0119534595059996,114.76501572769983,3.88897761665,2,1,1,1.0,,,29.0,29.0,45,30,0.04518545534352314,-0.037515354526351796,0.160731710725037,0.839268289274963,0.48219513217511106,0.15560383621110496,-0.03258174702041439,"{'2025-03': 0.0, '2025-04': 0.0, '2025-05': 0.0, '2025-06': 0.15560383621110496, '2025-07': -0.03258174702041439, '2025-08': 0.0004066041660466535, '2025-09': 0.002914090271545877}",{'2025': 0.12166594680385523},1000.0,1155.6038362111058,daily_mark_to_market_equity,L01__TQQQ_SOXL__long_105,b,TQQQ_SOXL,L01,long_105,stress,0,sha256:acd49d7f6e3e633cb9e24e4f31a698d59c7e8a2578e14056df443689e9c014bb,sensitivity_evaluation,W4,False,L01__TQQQ_SOXL__long_105/stress/W4
